pair_index,pair_id,viewpoint_1,viewpoint_2,expected_train_images,expected_val_images,expected_test_pair_images,pilot_rank,pilot_name,pilot_note
372,p0372,ellow-radnear-az225,elmid-radmid-az000,277,55,78,,,
373,p0373,ellow-radnear-az225,elmid-radmid-az045,274,65,71,,,
374,p0374,ellow-radnear-az225,elmid-radmid-az090,279,66,65,,,
375,p0375,ellow-radnear-az225,elmid-radmid-az135,286,68,56,,,
376,p0376,ellow-radnear-az225,elmid-radmid-az180,288,55,67,,,
377,p0377,ellow-radnear-az225,elmid-radmid-az225,290,62,58,,,
378,p0378,ellow-radnear-az225,elmid-radmid-az270,277,57,76,,,
379,p0379,ellow-radnear-az225,elmid-radmid-az315,285,60,65,,,
380,p0380,ellow-radnear-az225,elmid-radfar-az000,288,59,63,,,
381,p0381,ellow-radnear-az225,elmid-radfar-az045,278,66,66,,,
382,p0382,ellow-radnear-az225,elmid-radfar-az090,278,67,65,,,
383,p0383,ellow-radnear-az225,elmid-radfar-az135,285,58,67,,,
384,p0384,ellow-radnear-az225,elmid-radfar-az180,290,58,62,,,
385,p0385,ellow-radnear-az225,elmid-radfar-az225,272,66,72,,,
386,p0386,ellow-radnear-az225,elmid-radfar-az270,284,64,62,,,
387,p0387,ellow-radnear-az225,elmid-radfar-az315,287,61,62,,,
388,p0388,ellow-radnear-az225,elhigh-radnear-az000,280,60,70,,,
389,p0389,ellow-radnear-az225,elhigh-radnear-az045,291,60,59,,,
390,p0390,ellow-radnear-az225,elhigh-radnear-az090,280,66,64,,,
391,p0391,ellow-radnear-az225,elhigh-radnear-az135,276,66,68,,,
392,p0392,ellow-radnear-az225,elhigh-radnear-az180,285,58,67,,,
393,p0393,ellow-radnear-az225,elhigh-radnear-az225,270,68,72,,,
394,p0394,ellow-radnear-az225,elhigh-radnear-az270,282,62,66,,,
395,p0395,ellow-radnear-az225,elhigh-radnear-az315,279,66,65,,,
396,p0396,ellow-radnear-az225,elhigh-radmid-az000,276,55,79,,,
397,p0397,ellow-radnear-az225,elhigh-radmid-az045,286,58,66,,,
398,p0398,ellow-radnear-az225,elhigh-radmid-az090,280,60,70,,,
399,p0399,ellow-radnear-az225,elhigh-radmid-az135,280,64,66,,,
400,p0400,ellow-radnear-az225,elhigh-radmid-az180,275,69,66,,,
401,p0401,ellow-radnear-az225,elhigh-radmid-az225,269,69,72,,,
402,p0402,ellow-radnear-az225,elhigh-radmid-az270,286,61,63,,,
403,p0403,ellow-radnear-az225,elhigh-radmid-az315,289,61,60,,,
404,p0404,ellow-radnear-az225,elhigh-radfar-az000,293,52,65,,,
405,p0405,ellow-radnear-az225,elhigh-radfar-az045,262,73,75,,,
406,p0406,ellow-radnear-az225,elhigh-radfar-az090,286,59,65,,,
407,p0407,ellow-radnear-az225,elhigh-radfar-az135,292,57,61,,,
408,p0408,ellow-radnear-az225,elhigh-radfar-az180,286,63,61,,,
409,p0409,ellow-radnear-az225,elhigh-radfar-az225,289,58,63,,,
410,p0410,ellow-radnear-az225,elhigh-radfar-az270,283,61,66,,,
411,p0411,ellow-radnear-az225,elhigh-radfar-az315,283,61,66,,,
412,p0412,ellow-radnear-az270,ellow-radnear-az315,290,61,59,,,
413,p0413,ellow-radnear-az270,ellow-radmid-az000,297,52,61,,,
414,p0414,ellow-radnear-az270,ellow-radmid-az045,293,50,67,,,
415,p0415,ellow-radnear-az270,ellow-radmid-az090,297,51,62,,,
416,p0416,ellow-radnear-az270,ellow-radmid-az135,296,54,60,,,
417,p0417,ellow-radnear-az270,ellow-radmid-az180,302,57,51,,,
418,p0418,ellow-radnear-az270,ellow-radmid-az225,305,46,59,,,
419,p0419,ellow-radnear-az270,ellow-radmid-az270,292,62,56,,,
420,p0420,ellow-radnear-az270,ellow-radmid-az315,302,45,63,,,
421,p0421,ellow-radnear-az270,ellow-radfar-az000,286,55,69,,,
422,p0422,ellow-radnear-az270,ellow-radfar-az045,298,60,52,,,
423,p0423,ellow-radnear-az270,ellow-radfar-az090,290,62,58,,,
424,p0424,ellow-radnear-az270,ellow-radfar-az135,295,49,66,,,
425,p0425,ellow-radnear-az270,ellow-radfar-az180,295,60,55,,,
426,p0426,ellow-radnear-az270,ellow-radfar-az225,291,59,60,,,
427,p0427,ellow-radnear-az270,ellow-radfar-az270,287,61,62,,,
428,p0428,ellow-radnear-az270,ellow-radfar-az315,299,53,58,,,
429,p0429,ellow-radnear-az270,elmid-radnear-az000,298,61,51,,,
430,p0430,ellow-radnear-az270,elmid-radnear-az045,288,60,62,,,
431,p0431,ellow-radnear-az270,elmid-radnear-az090,300,49,61,,,
432,p0432,ellow-radnear-az270,elmid-radnear-az135,292,45,73,,,
433,p0433,ellow-radnear-az270,elmid-radnear-az180,294,54,62,,,
434,p0434,ellow-radnear-az270,elmid-radnear-az225,296,59,55,,,
435,p0435,ellow-radnear-az270,elmid-radnear-az270,284,53,73,,,
436,p0436,ellow-radnear-az270,elmid-radnear-az315,292,55,63,,,
437,p0437,ellow-radnear-az270,elmid-radmid-az000,288,50,72,,,
438,p0438,ellow-radnear-az270,elmid-radmid-az045,285,60,65,,,
439,p0439,ellow-radnear-az270,elmid-radmid-az090,290,61,59,,,
440,p0440,ellow-radnear-az270,elmid-radmid-az135,297,63,50,,,
441,p0441,ellow-radnear-az270,elmid-radmid-az180,299,50,61,,,
442,p0442,ellow-radnear-az270,elmid-radmid-az225,301,57,52,,,
443,p0443,ellow-radnear-az270,elmid-radmid-az270,288,52,70,,,
444,p0444,ellow-radnear-az270,elmid-radmid-az315,296,55,59,,,
445,p0445,ellow-radnear-az270,elmid-radfar-az000,299,54,57,,,
446,p0446,ellow-radnear-az270,elmid-radfar-az045,289,61,60,,,
447,p0447,ellow-radnear-az270,elmid-radfar-az090,289,62,59,,,
448,p0448,ellow-radnear-az270,elmid-radfar-az135,296,53,61,,,
449,p0449,ellow-radnear-az270,elmid-radfar-az180,301,53,56,,,
450,p0450,ellow-radnear-az270,elmid-radfar-az225,283,61,66,,,
451,p0451,ellow-radnear-az270,elmid-radfar-az270,295,59,56,,,
452,p0452,ellow-radnear-az270,elmid-radfar-az315,298,56,56,,,
453,p0453,ellow-radnear-az270,elhigh-radnear-az000,291,55,64,,,
454,p0454,ellow-radnear-az270,elhigh-radnear-az045,302,55,53,,,
455,p0455,ellow-radnear-az270,elhigh-radnear-az090,291,61,58,,,
456,p0456,ellow-radnear-az270,elhigh-radnear-az135,287,61,62,,,
457,p0457,ellow-radnear-az270,elhigh-radnear-az180,296,53,61,,,
458,p0458,ellow-radnear-az270,elhigh-radnear-az225,281,63,66,,,
459,p0459,ellow-radnear-az270,elhigh-radnear-az270,293,57,60,,,
460,p0460,ellow-radnear-az270,elhigh-radnear-az315,290,61,59,,,
461,p0461,ellow-radnear-az270,elhigh-radmid-az000,287,50,73,,,
462,p0462,ellow-radnear-az270,elhigh-radmid-az045,297,53,60,,,
463,p0463,ellow-radnear-az270,elhigh-radmid-az090,291,55,64,,,
464,p0464,ellow-radnear-az270,elhigh-radmid-az135,291,59,60,,,
465,p0465,ellow-radnear-az270,elhigh-radmid-az180,286,64,60,,,
466,p0466,ellow-radnear-az270,elhigh-radmid-az225,280,64,66,,,
467,p0467,ellow-radnear-az270,elhigh-radmid-az270,297,56,57,,,
468,p0468,ellow-radnear-az270,elhigh-radmid-az315,300,56,54,,,
469,p0469,ellow-radnear-az270,elhigh-radfar-az000,304,47,59,,,
470,p0470,ellow-radnear-az270,elhigh-radfar-az045,273,68,69,,,
471,p0471,ellow-radnear-az270,elhigh-radfar-az090,297,54,59,,,
472,p0472,ellow-radnear-az270,elhigh-radfar-az135,303,52,55,,,
473,p0473,ellow-radnear-az270,elhigh-radfar-az180,297,58,55,,,
474,p0474,ellow-radnear-az270,elhigh-radfar-az225,300,53,57,,,
475,p0475,ellow-radnear-az270,elhigh-radfar-az270,294,56,60,,,
476,p0476,ellow-radnear-az270,elhigh-radfar-az315,294,56,60,,,
477,p0477,ellow-radnear-az315,ellow-radmid-az000,287,63,60,,,
478,p0478,ellow-radnear-az315,ellow-radmid-az045,283,61,66,,,
479,p0479,ellow-radnear-az315,ellow-radmid-az090,287,62,61,,,
480,p0480,ellow-radnear-az315,ellow-radmid-az135,286,65,59,,,
481,p0481,ellow-radnear-az315,ellow-radmid-az180,292,68,50,,,
482,p0482,ellow-radnear-az315,ellow-radmid-az225,295,57,58,,,
483,p0483,ellow-radnear-az315,ellow-radmid-az270,282,73,55,,,
484,p0484,ellow-radnear-az315,ellow-radmid-az315,292,56,62,,,
485,p0485,ellow-radnear-az315,ellow-radfar-az000,276,66,68,,,
486,p0486,ellow-radnear-az315,ellow-radfar-az045,288,71,51,,,
487,p0487,ellow-radnear-az315,ellow-radfar-az090,280,73,57,,,
488,p0488,ellow-radnear-az315,ellow-radfar-az135,285,60,65,,,
489,p0489,ellow-radnear-az315,ellow-radfar-az180,285,71,54,,,
490,p0490,ellow-radnear-az315,ellow-radfar-az225,281,70,59,,,
491,p0491,ellow-radnear-az315,ellow-radfar-az270,277,72,61,,,
492,p0492,ellow-radnear-az315,ellow-radfar-az315,289,64,57,,,
493,p0493,ellow-radnear-az315,elmid-radnear-az000,288,72,50,,,
494,p0494,ellow-radnear-az315,elmid-radnear-az045,278,71,61,,,
495,p0495,ellow-radnear-az315,elmid-radnear-az090,290,60,60,,,
496,p0496,ellow-radnear-az315,elmid-radnear-az135,282,56,72,,,
497,p0497,ellow-radnear-az315,elmid-radnear-az180,284,65,61,,,
498,p0498,ellow-radnear-az315,elmid-radnear-az225,286,70,54,,,
499,p0499,ellow-radnear-az315,elmid-radnear-az270,274,64,72,,,
500,p0500,ellow-radnear-az315,elmid-radnear-az315,282,66,62,,,
501,p0501,ellow-radnear-az315,elmid-radmid-az000,278,61,71,,,
502,p0502,ellow-radnear-az315,elmid-radmid-az045,275,71,64,,,
503,p0503,ellow-radnear-az315,elmid-radmid-az090,280,72,58,,,
504,p0504,ellow-radnear-az315,elmid-radmid-az135,287,74,49,,,
505,p0505,ellow-radnear-az315,elmid-radmid-az180,289,61,60,,,
506,p0506,ellow-radnear-az315,elmid-radmid-az225,291,68,51,,,
507,p0507,ellow-radnear-az315,elmid-radmid-az270,278,63,69,,,
508,p0508,ellow-radnear-az315,elmid-radmid-az315,286,66,58,,,
509,p0509,ellow-radnear-az315,elmid-radfar-az000,289,65,56,,,
510,p0510,ellow-radnear-az315,elmid-radfar-az045,279,72,59,,,
511,p0511,ellow-radnear-az315,elmid-radfar-az090,279,73,58,,,
512,p0512,ellow-radnear-az315,elmid-radfar-az135,286,64,60,,,
513,p0513,ellow-radnear-az315,elmid-radfar-az180,291,64,55,,,
514,p0514,ellow-radnear-az315,elmid-radfar-az225,273,72,65,,,
515,p0515,ellow-radnear-az315,elmid-radfar-az270,285,70,55,,,
516,p0516,ellow-radnear-az315,elmid-radfar-az315,288,67,55,,,
517,p0517,ellow-radnear-az315,elhigh-radnear-az000,281,66,63,,,
518,p0518,ellow-radnear-az315,elhigh-radnear-az045,292,66,52,,,
519,p0519,ellow-radnear-az315,elhigh-radnear-az090,281,72,57,,,
520,p0520,ellow-radnear-az315,elhigh-radnear-az135,277,72,61,,,
521,p0521,ellow-radnear-az315,elhigh-radnear-az180,286,64,60,,,
522,p0522,ellow-radnear-az315,elhigh-radnear-az225,271,74,65,,,
523,p0523,ellow-radnear-az315,elhigh-radnear-az270,283,68,59,,,
524,p0524,ellow-radnear-az315,elhigh-radnear-az315,280,72,58,,,
525,p0525,ellow-radnear-az315,elhigh-radmid-az000,277,61,72,,,
526,p0526,ellow-radnear-az315,elhigh-radmid-az045,287,64,59,,,
527,p0527,ellow-radnear-az315,elhigh-radmid-az090,281,66,63,,,
528,p0528,ellow-radnear-az315,elhigh-radmid-az135,281,70,59,,,
529,p0529,ellow-radnear-az315,elhigh-radmid-az180,276,75,59,,,
530,p0530,ellow-radnear-az315,elhigh-radmid-az225,270,75,65,,,
531,p0531,ellow-radnear-az315,elhigh-radmid-az270,287,67,56,,,
532,p0532,ellow-radnear-az315,elhigh-radmid-az315,290,67,53,,,
533,p0533,ellow-radnear-az315,elhigh-radfar-az000,294,58,58,,,
534,p0534,ellow-radnear-az315,elhigh-radfar-az045,263,79,68,,,
535,p0535,ellow-radnear-az315,elhigh-radfar-az090,287,65,58,,,
536,p0536,ellow-radnear-az315,elhigh-radfar-az135,293,63,54,,,
537,p0537,ellow-radnear-az315,elhigh-radfar-az180,287,69,54,,,
538,p0538,ellow-radnear-az315,elhigh-radfar-az225,290,64,56,,,
539,p0539,ellow-radnear-az315,elhigh-radfar-az270,284,67,59,,,
540,p0540,ellow-radnear-az315,elhigh-radfar-az315,284,67,59,,,
541,p0541,ellow-radmid-az000,ellow-radmid-az045,290,52,68,,,
542,p0542,ellow-radmid-az000,ellow-radmid-az090,294,53,63,,,
543,p0543,ellow-radmid-az000,ellow-radmid-az135,293,56,61,,,
544,p0544,ellow-radmid-az000,ellow-radmid-az180,299,59,52,,,
545,p0545,ellow-radmid-az000,ellow-radmid-az225,302,48,60,,,
546,p0546,ellow-radmid-az000,ellow-radmid-az270,289,64,57,,,
547,p0547,ellow-radmid-az000,ellow-radmid-az315,299,47,64,,,
548,p0548,ellow-radmid-az000,ellow-radfar-az000,283,57,70,,,
549,p0549,ellow-radmid-az000,ellow-radfar-az045,295,62,53,,,
550,p0550,ellow-radmid-az000,ellow-radfar-az090,287,64,59,,,
551,p0551,ellow-radmid-az000,ellow-radfar-az135,292,51,67,,,
552,p0552,ellow-radmid-az000,ellow-radfar-az180,292,62,56,,,
553,p0553,ellow-radmid-az000,ellow-radfar-az225,288,61,61,,,
554,p0554,ellow-radmid-az000,ellow-radfar-az270,284,63,63,,,
555,p0555,ellow-radmid-az000,ellow-radfar-az315,296,55,59,,,
556,p0556,ellow-radmid-az000,elmid-radnear-az000,295,63,52,,,
557,p0557,ellow-radmid-az000,elmid-radnear-az045,285,62,63,,,
558,p0558,ellow-radmid-az000,elmid-radnear-az090,297,51,62,,,
559,p0559,ellow-radmid-az000,elmid-radnear-az135,289,47,74,,,
560,p0560,ellow-radmid-az000,elmid-radnear-az180,291,56,63,,,
561,p0561,ellow-radmid-az000,elmid-radnear-az225,293,61,56,,,
562,p0562,ellow-radmid-az000,elmid-radnear-az270,281,55,74,,,
563,p0563,ellow-radmid-az000,elmid-radnear-az315,289,57,64,,,
564,p0564,ellow-radmid-az000,elmid-radmid-az000,285,52,73,,,
565,p0565,ellow-radmid-az000,elmid-radmid-az045,282,62,66,,,
566,p0566,ellow-radmid-az000,elmid-radmid-az090,287,63,60,,,
567,p0567,ellow-radmid-az000,elmid-radmid-az135,294,65,51,,,
568,p0568,ellow-radmid-az000,elmid-radmid-az180,296,52,62,,,
569,p0569,ellow-radmid-az000,elmid-radmid-az225,298,59,53,,,
570,p0570,ellow-radmid-az000,elmid-radmid-az270,285,54,71,,,
571,p0571,ellow-radmid-az000,elmid-radmid-az315,293,57,60,,,
572,p0572,ellow-radmid-az000,elmid-radfar-az000,296,56,58,,,
573,p0573,ellow-radmid-az000,elmid-radfar-az045,286,63,61,,,
574,p0574,ellow-radmid-az000,elmid-radfar-az090,286,64,60,,,
575,p0575,ellow-radmid-az000,elmid-radfar-az135,293,55,62,,,
576,p0576,ellow-radmid-az000,elmid-radfar-az180,298,55,57,,,
577,p0577,ellow-radmid-az000,elmid-radfar-az225,280,63,67,,,
578,p0578,ellow-radmid-az000,elmid-radfar-az270,292,61,57,,,
579,p0579,ellow-radmid-az000,elmid-radfar-az315,295,58,57,,,
580,p0580,ellow-radmid-az000,elhigh-radnear-az000,288,57,65,,,
581,p0581,ellow-radmid-az000,elhigh-radnear-az045,299,57,54,,,
582,p0582,ellow-radmid-az000,elhigh-radnear-az090,288,63,59,,,
583,p0583,ellow-radmid-az000,elhigh-radnear-az135,284,63,63,,,
584,p0584,ellow-radmid-az000,elhigh-radnear-az180,293,55,62,,,
585,p0585,ellow-radmid-az000,elhigh-radnear-az225,278,65,67,,,
586,p0586,ellow-radmid-az000,elhigh-radnear-az270,290,59,61,,,
587,p0587,ellow-radmid-az000,elhigh-radnear-az315,287,63,60,,,
588,p0588,ellow-radmid-az000,elhigh-radmid-az000,284,52,74,,,
589,p0589,ellow-radmid-az000,elhigh-radmid-az045,294,55,61,,,
590,p0590,ellow-radmid-az000,elhigh-radmid-az090,288,57,65,,,
591,p0591,ellow-radmid-az000,elhigh-radmid-az135,288,61,61,,,
592,p0592,ellow-radmid-az000,elhigh-radmid-az180,283,66,61,,,
593,p0593,ellow-radmid-az000,elhigh-radmid-az225,277,66,67,,,
594,p0594,ellow-radmid-az000,elhigh-radmid-az270,294,58,58,,,
595,p0595,ellow-radmid-az000,elhigh-radmid-az315,297,58,55,,,
596,p0596,ellow-radmid-az000,elhigh-radfar-az000,301,49,60,,,
597,p0597,ellow-radmid-az000,elhigh-radfar-az045,270,70,70,,,
598,p0598,ellow-radmid-az000,elhigh-radfar-az090,294,56,60,,,
599,p0599,ellow-radmid-az000,elhigh-radfar-az135,300,54,56,,,
600,p0600,ellow-radmid-az000,elhigh-radfar-az180,294,60,56,,,
601,p0601,ellow-radmid-az000,elhigh-radfar-az225,297,55,58,,,
602,p0602,ellow-radmid-az000,elhigh-radfar-az270,291,58,61,,,
603,p0603,ellow-radmid-az000,elhigh-radfar-az315,291,58,61,,,
604,p0604,ellow-radmid-az045,ellow-radmid-az090,290,51,69,,,
605,p0605,ellow-radmid-az045,ellow-radmid-az135,289,54,67,,,
606,p0606,ellow-radmid-az045,ellow-radmid-az180,295,57,58,,,
607,p0607,ellow-radmid-az045,ellow-radmid-az225,298,46,66,,,
608,p0608,ellow-radmid-az045,ellow-radmid-az270,285,62,63,,,
609,p0609,ellow-radmid-az045,ellow-radmid-az315,295,45,70,,,
610,p0610,ellow-radmid-az045,ellow-radfar-az000,279,55,76,,,
611,p0611,ellow-radmid-az045,ellow-radfar-az045,291,60,59,,,
612,p0612,ellow-radmid-az045,ellow-radfar-az090,283,62,65,,,
613,p0613,ellow-radmid-az045,ellow-radfar-az135,288,49,73,,,
614,p0614,ellow-radmid-az045,ellow-radfar-az180,288,60,62,,,
615,p0615,ellow-radmid-az045,ellow-radfar-az225,284,59,67,,,
616,p0616,ellow-radmid-az045,ellow-radfar-az270,280,61,69,,,
617,p0617,ellow-radmid-az045,ellow-radfar-az315,292,53,65,,,
618,p0618,ellow-radmid-az045,elmid-radnear-az000,291,61,58,,,
619,p0619,ellow-radmid-az045,elmid-radnear-az045,281,60,69,,,
620,p0620,ellow-radmid-az045,elmid-radnear-az090,293,49,68,,,
621,p0621,ellow-radmid-az045,elmid-radnear-az135,285,45,80,,,
622,p0622,ellow-radmid-az045,elmid-radnear-az180,287,54,69,,,
623,p0623,ellow-radmid-az045,elmid-radnear-az225,289,59,62,,,
624,p0624,ellow-radmid-az045,elmid-radnear-az270,277,53,80,,,
625,p0625,ellow-radmid-az045,elmid-radnear-az315,285,55,70,,,
626,p0626,ellow-radmid-az045,elmid-radmid-az000,281,50,79,,,
627,p0627,ellow-radmid-az045,elmid-radmid-az045,278,60,72,,,
628,p0628,ellow-radmid-az045,elmid-radmid-az090,283,61,66,,,
629,p0629,ellow-radmid-az045,elmid-radmid-az135,290,63,57,,,
630,p0630,ellow-radmid-az045,elmid-radmid-az180,292,50,68,,,
631,p0631,ellow-radmid-az045,elmid-radmid-az225,294,57,59,,,
632,p0632,ellow-radmid-az045,elmid-radmid-az270,281,52,77,,,
633,p0633,ellow-radmid-az045,elmid-radmid-az315,289,55,66,,,
634,p0634,ellow-radmid-az045,elmid-radfar-az000,292,54,64,,,
635,p0635,ellow-radmid-az045,elmid-radfar-az045,282,61,67,,,
636,p0636,ellow-radmid-az045,elmid-radfar-az090,282,62,66,,,
637,p0637,ellow-radmid-az045,elmid-radfar-az135,289,53,68,,,
638,p0638,ellow-radmid-az045,elmid-radfar-az180,294,53,63,,,
639,p0639,ellow-radmid-az045,elmid-radfar-az225,276,61,73,,,
640,p0640,ellow-radmid-az045,elmid-radfar-az270,288,59,63,,,
641,p0641,ellow-radmid-az045,elmid-radfar-az315,291,56,63,,,
642,p0642,ellow-radmid-az045,elhigh-radnear-az000,284,55,71,,,
643,p0643,ellow-radmid-az045,elhigh-radnear-az045,295,55,60,,,
644,p0644,ellow-radmid-az045,elhigh-radnear-az090,284,61,65,,,
645,p0645,ellow-radmid-az045,elhigh-radnear-az135,280,61,69,,,
646,p0646,ellow-radmid-az045,elhigh-radnear-az180,289,53,68,,,
647,p0647,ellow-radmid-az045,elhigh-radnear-az225,274,63,73,,,
648,p0648,ellow-radmid-az045,elhigh-radnear-az270,286,57,67,,,
649,p0649,ellow-radmid-az045,elhigh-radnear-az315,283,61,66,,,
650,p0650,ellow-radmid-az045,elhigh-radmid-az000,280,50,80,,,
651,p0651,ellow-radmid-az045,elhigh-radmid-az045,290,53,67,,,
652,p0652,ellow-radmid-az045,elhigh-radmid-az090,284,55,71,,,
653,p0653,ellow-radmid-az045,elhigh-radmid-az135,284,59,67,,,
654,p0654,ellow-radmid-az045,elhigh-radmid-az180,279,64,67,,,
655,p0655,ellow-radmid-az045,elhigh-radmid-az225,273,64,73,,,
656,p0656,ellow-radmid-az045,elhigh-radmid-az270,290,56,64,,,
657,p0657,ellow-radmid-az045,elhigh-radmid-az315,293,56,61,,,
658,p0658,ellow-radmid-az045,elhigh-radfar-az000,297,47,66,,,
659,p0659,ellow-radmid-az045,elhigh-radfar-az045,266,68,76,,,
660,p0660,ellow-radmid-az045,elhigh-radfar-az090,290,54,66,,,
661,p0661,ellow-radmid-az045,elhigh-radfar-az135,296,52,62,,,
662,p0662,ellow-radmid-az045,elhigh-radfar-az180,290,58,62,,,
663,p0663,ellow-radmid-az045,elhigh-radfar-az225,293,53,64,,,
664,p0664,ellow-radmid-az045,elhigh-radfar-az270,287,56,67,,,
665,p0665,ellow-radmid-az045,elhigh-radfar-az315,287,56,67,,,
666,p0666,ellow-radmid-az090,ellow-radmid-az135,293,55,62,,,
667,p0667,ellow-radmid-az090,ellow-radmid-az180,299,58,53,,,
668,p0668,ellow-radmid-az090,ellow-radmid-az225,302,47,61,,,
669,p0669,ellow-radmid-az090,ellow-radmid-az270,289,63,58,,,
670,p0670,ellow-radmid-az090,ellow-radmid-az315,299,46,65,,,
671,p0671,ellow-radmid-az090,ellow-radfar-az000,283,56,71,,,
672,p0672,ellow-radmid-az090,ellow-radfar-az045,295,61,54,,,
673,p0673,ellow-radmid-az090,ellow-radfar-az090,287,63,60,,,
674,p0674,ellow-radmid-az090,ellow-radfar-az135,292,50,68,,,
675,p0675,ellow-radmid-az090,ellow-radfar-az180,292,61,57,,,
676,p0676,ellow-radmid-az090,ellow-radfar-az225,288,60,62,,,
677,p0677,ellow-radmid-az090,ellow-radfar-az270,284,62,64,,,
678,p0678,ellow-radmid-az090,ellow-radfar-az315,296,54,60,,,
679,p0679,ellow-radmid-az090,elmid-radnear-az000,295,62,53,,,
680,p0680,ellow-radmid-az090,elmid-radnear-az045,285,61,64,,,
681,p0681,ellow-radmid-az090,elmid-radnear-az090,297,50,63,,,
682,p0682,ellow-radmid-az090,elmid-radnear-az135,289,46,75,,,
683,p0683,ellow-radmid-az090,elmid-radnear-az180,291,55,64,,,
684,p0684,ellow-radmid-az090,elmid-radnear-az225,293,60,57,,,
685,p0685,ellow-radmid-az090,elmid-radnear-az270,281,54,75,,,
686,p0686,ellow-radmid-az090,elmid-radnear-az315,289,56,65,,,
687,p0687,ellow-radmid-az090,elmid-radmid-az000,285,51,74,,,
688,p0688,ellow-radmid-az090,elmid-radmid-az045,282,61,67,,,
689,p0689,ellow-radmid-az090,elmid-radmid-az090,287,62,61,,,
690,p0690,ellow-radmid-az090,elmid-radmid-az135,294,64,52,,,
691,p0691,ellow-radmid-az090,elmid-radmid-az180,296,51,63,,,
692,p0692,ellow-radmid-az090,elmid-radmid-az225,298,58,54,,,
693,p0693,ellow-radmid-az090,elmid-radmid-az270,285,53,72,,,
694,p0694,ellow-radmid-az090,elmid-radmid-az315,293,56,61,,,
695,p0695,ellow-radmid-az090,elmid-radfar-az000,296,55,59,,,
696,p0696,ellow-radmid-az090,elmid-radfar-az045,286,62,62,,,
697,p0697,ellow-radmid-az090,elmid-radfar-az090,286,63,61,,,
698,p0698,ellow-radmid-az090,elmid-radfar-az135,293,54,63,,,
699,p0699,ellow-radmid-az090,elmid-radfar-az180,298,54,58,,,
700,p0700,ellow-radmid-az090,elmid-radfar-az225,280,62,68,,,
701,p0701,ellow-radmid-az090,elmid-radfar-az270,292,60,58,,,
702,p0702,ellow-radmid-az090,elmid-radfar-az315,295,57,58,,,
703,p0703,ellow-radmid-az090,elhigh-radnear-az000,288,56,66,,,
704,p0704,ellow-radmid-az090,elhigh-radnear-az045,299,56,55,,,
705,p0705,ellow-radmid-az090,elhigh-radnear-az090,288,62,60,,,
706,p0706,ellow-radmid-az090,elhigh-radnear-az135,284,62,64,,,
707,p0707,ellow-radmid-az090,elhigh-radnear-az180,293,54,63,,,
708,p0708,ellow-radmid-az090,elhigh-radnear-az225,278,64,68,,,
709,p0709,ellow-radmid-az090,elhigh-radnear-az270,290,58,62,,,
710,p0710,ellow-radmid-az090,elhigh-radnear-az315,287,62,61,,,
711,p0711,ellow-radmid-az090,elhigh-radmid-az000,284,51,75,,,
712,p0712,ellow-radmid-az090,elhigh-radmid-az045,294,54,62,,,
713,p0713,ellow-radmid-az090,elhigh-radmid-az090,288,56,66,2,elevation_only,"Same azimuth/radius, different elevation, to isolate vertical diversity."
714,p0714,ellow-radmid-az090,elhigh-radmid-az135,288,60,62,,,
715,p0715,ellow-radmid-az090,elhigh-radmid-az180,283,65,62,,,
716,p0716,ellow-radmid-az090,elhigh-radmid-az225,277,65,68,,,
717,p0717,ellow-radmid-az090,elhigh-radmid-az270,294,57,59,,,
718,p0718,ellow-radmid-az090,elhigh-radmid-az315,297,57,56,,,
719,p0719,ellow-radmid-az090,elhigh-radfar-az000,301,48,61,,,
720,p0720,ellow-radmid-az090,elhigh-radfar-az045,270,69,71,,,
721,p0721,ellow-radmid-az090,elhigh-radfar-az090,294,55,61,,,
722,p0722,ellow-radmid-az090,elhigh-radfar-az135,300,53,57,,,
723,p0723,ellow-radmid-az090,elhigh-radfar-az180,294,59,57,,,
724,p0724,ellow-radmid-az090,elhigh-radfar-az225,297,54,59,,,
725,p0725,ellow-radmid-az090,elhigh-radfar-az270,291,57,62,,,
726,p0726,ellow-radmid-az090,elhigh-radfar-az315,291,57,62,,,
727,p0727,ellow-radmid-az135,ellow-radmid-az180,298,61,51,,,
728,p0728,ellow-radmid-az135,ellow-radmid-az225,301,50,59,,,
729,p0729,ellow-radmid-az135,ellow-radmid-az270,288,66,56,,,
730,p0730,ellow-radmid-az135,ellow-radmid-az315,298,49,63,,,
731,p0731,ellow-radmid-az135,ellow-radfar-az000,282,59,69,,,
732,p0732,ellow-radmid-az135,ellow-radfar-az045,294,64,52,,,
733,p0733,ellow-radmid-az135,ellow-radfar-az090,286,66,58,,,
734,p0734,ellow-radmid-az135,ellow-radfar-az135,291,53,66,,,
735,p0735,ellow-radmid-az135,ellow-radfar-az180,291,64,55,,,
736,p0736,ellow-radmid-az135,ellow-radfar-az225,287,63,60,,,
737,p0737,ellow-radmid-az135,ellow-radfar-az270,283,65,62,,,
738,p0738,ellow-radmid-az135,ellow-radfar-az315,295,57,58,,,
739,p0739,ellow-radmid-az135,elmid-radnear-az000,294,65,51,,,
740,p0740,ellow-radmid-az135,elmid-radnear-az045,284,64,62,,,
741,p0741,ellow-radmid-az135,elmid-radnear-az090,296,53,61,,,
742,p0742,ellow-radmid-az135,elmid-radnear-az135,288,49,73,,,
