scene_key,file_name,target_class,distractor_count,view_clutter_group,num_label_boxes,num_target_class_boxes,target_visible,target_detected,target_ap50_95,target_strict_quality_iou50,target_match_confidence_iou50
S0-SM_male14,S0-SM_male14-elhigh-radnear-az180.png,male,6,5-9,8,2,1,1,0.8625,0.7743249322303747,0.8414372801780701
S0-SM_male14,S0-SM_male14-elmid-radfar-az000.png,male,6,5-9,9,3,1,1,0.7650000032285849,0.758807543310823,0.8576679825782776
S0-SM_male14,S0-SM_male14-elmid-radmid-az045.png,male,8,5-9,10,2,1,1,0.675,0.6670579646448438,0.8621626496315002
S0-SM_male14,S0-SM_male14-elmid-radmid-az135.png,male,13,10+,15,2,1,1,0.8,0.7935150851079662,0.8844155669212341
S0-SM_male14,S0-SM_male14-elmid-radnear-az090.png,male,6,5-9,8,2,1,1,0.7625,0.7873207224540835,0.8866584300994873
S0-SM_male15,S0-SM_male15-elhigh-radfar-az000.png,male,1,1-4,2,1,1,1,0.15,0.09756006646296544,0.15463681519031525
S0-SM_male15,S0-SM_male15-elhigh-radfar-az045.png,male,6,5-9,8,2,1,1,0.59375,0.5072358437332696,0.6957657337188721
S0-SM_male15,S0-SM_male15-elhigh-radfar-az180.png,male,7,5-9,10,3,1,1,0.6666666706403096,0.7425529066780427,0.8447864055633545
S0-SM_male15,S0-SM_male15-elhigh-radmid-az135.png,male,3,1-4,5,2,1,1,0.675,0.637692664046881,0.8112640380859375
S0-SM_male15,S0-SM_male15-elhigh-radmid-az270.png,male,1,1-4,2,1,1,1,0.4,0.5257988892136325,0.7539265751838684
S0-SM_male15,S0-SM_male15-elhigh-radnear-az135.png,male,2,1-4,4,2,1,1,0.5375,0.5991685566693761,0.8189488649368286
S0-SM_male15,S0-SM_male15-ellow-radfar-az135.png,male,24,10+,28,4,1,1,0.5742559527978301,0.6590023935138518,0.7691861987113953
S0-SM_male15,S0-SM_male15-ellow-radfar-az225.png,male,2,1-4,4,2,1,1,0.7,0.7145608011092079,0.8766134977340698
S0-SM_male15,S0-SM_male15-ellow-radmid-az180.png,male,5,5-9,6,1,1,1,0.9,0.7866954859712294,0.8599585294723511
S0-SM_male15,S0-SM_male15-ellow-radnear-az225.png,male,2,1-4,3,1,1,1,0.9,0.8190352631197939,0.8885326981544495
S0-SM_male15,S0-SM_male15-ellow-radnear-az270.png,male,2,1-4,3,1,1,1,0.9,0.8284102725649376,0.8830616474151611
S0-SM_male15,S0-SM_male15-elmid-radfar-az045.png,male,6,5-9,9,3,1,1,0.3444444549698678,0.6347460049354545,0.7823919653892517
S0-SM_male15,S0-SM_male15-elmid-radfar-az225.png,male,2,1-4,4,2,1,1,0.9375,0.7931270833811439,0.8710693120956421
S0-SM_male15,S0-SM_male15-elmid-radfar-az270.png,male,2,1-4,4,2,1,1,0.7,0.7135601082828451,0.8480954766273499
S0-SM_male15,S0-SM_male15-elmid-radnear-az090.png,male,1,1-4,3,2,1,1,0.825,0.7421683255785609,0.8209441900253296
S0-SM_male15,S0-SM_male15-elmid-radnear-az180.png,male,1,1-4,2,1,1,1,0.6,0.6574634105908004,0.84679114818573
S0-SM_male15,S0-SM_male15-elmid-radnear-az315.png,male,1,1-4,2,1,1,1,0.6,0.6628775029404324,0.840019941329956
S0-SM_male16,S0-SM_male16-elhigh-radfar-az135.png,male,10,10+,14,4,1,1,0.5846428584307433,0.6319793962197977,0.7465832829475403
S0-SM_male16,S0-SM_male16-elhigh-radmid-az090.png,male,6,5-9,9,3,1,1,0.5416666675359011,0.6199078207893791,0.8085458278656006
S0-SM_male16,S0-SM_male16-elhigh-radnear-az045.png,male,2,1-4,5,3,1,1,0.5055555695460903,0.7243475968409854,0.847045361995697
S0-SM_male16,S0-SM_male16-ellow-radfar-az315.png,male,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_male16,S0-SM_male16-ellow-radmid-az270.png,male,2,1-4,4,2,1,1,0.7625,0.7339544130309577,0.8478785753250122
S0-SM_male16,S0-SM_male16-ellow-radnear-az135.png,male,20,10+,23,3,1,1,0.8555555588669247,0.8479141987887573,0.8997490406036377
S0-SM_male16,S0-SM_male16-elmid-radfar-az270.png,male,3,1-4,5,2,1,1,0.43214285746216774,0.547014219953617,0.7888467907905579
S0-SM_male16,S0-SM_male16-elmid-radmid-az045.png,male,6,5-9,8,2,1,1,0.7333333343267441,0.7844522091007562,0.858479380607605
S0-SM_male16,S0-SM_male16-elmid-radmid-az180.png,male,10,10+,14,4,1,1,0.802083333581686,0.7785073004563436,0.8534404635429382
S0-SM_male16,S0-SM_male16-elmid-radnear-az045.png,male,0,0,1,1,1,1,0.6,0.6911619197285113,0.8651641011238098
S0-SM_male16,S0-SM_male16-elmid-radnear-az135.png,male,2,1-4,3,1,1,1,0.8,0.7367697323833795,0.8275141716003418
S0-SM_male16,S0-SM_male16-elmid-radnear-az270.png,male,1,1-4,3,2,1,1,0.7875,0.7730908009757087,0.8472540974617004
S0-SM_male17,S0-SM_male17-elhigh-radmid-az000.png,male,7,5-9,10,3,1,1,0.7277777784400516,0.7068526841530662,0.8460332751274109
S0-SM_male17,S0-SM_male17-elhigh-radmid-az135.png,male,11,10+,13,2,1,1,0.8375,0.7546697272362763,0.8541748523712158
S0-SM_male17,S0-SM_male17-elhigh-radmid-az180.png,male,13,10+,15,2,1,1,0.9,0.7931989297363202,0.854309618473053
S0-SM_male17,S0-SM_male17-elhigh-radmid-az225.png,male,9,5-9,13,4,1,1,0.79375,0.7540143086135913,0.8340885639190674
S0-SM_male17,S0-SM_male17-ellow-radfar-az090.png,male,22,10+,24,2,1,1,0.8,0.6629791577297617,0.7656193375587463
S0-SM_male17,S0-SM_male17-ellow-radfar-az225.png,male,5,5-9,7,2,1,1,0.5583333333954215,0.6392612759768355,0.7694860696792603
S0-SM_male17,S0-SM_male17-ellow-radfar-az270.png,male,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_male17,S0-SM_male17-ellow-radnear-az180.png,male,7,5-9,8,1,1,1,1.0,0.88321630283545,0.9243735074996948
S0-SM_male17,S0-SM_male17-elmid-radfar-az180.png,male,12,10+,15,3,1,1,0.6100000140070915,0.7841856193042673,0.8816421031951904
S0-SM_male17,S0-SM_male17-elmid-radmid-az045.png,male,10,10+,12,2,1,1,0.85625,0.7717889955120931,0.8516549468040466
S0-SM_male18,S0-SM_male18-elhigh-radfar-az045.png,male,5,5-9,7,2,1,1,0.566666667163372,0.571558682269778,0.7726238369941711
S0-SM_male18,S0-SM_male18-elhigh-radfar-az090.png,male,4,1-4,6,2,1,1,0.675,0.6165623062993006,0.7909466028213501
S0-SM_male18,S0-SM_male18-elhigh-radmid-az000.png,male,4,1-4,7,3,1,1,0.6222222295072344,0.6604870128471703,0.8296699523925781
S0-SM_male18,S0-SM_male18-elhigh-radmid-az045.png,male,3,1-4,5,2,1,1,0.725,0.7473276471887118,0.8440123796463013
S0-SM_male18,S0-SM_male18-elhigh-radmid-az135.png,male,4,1-4,7,3,1,1,0.7380952392305646,0.70460170912488,0.8187671899795532
S0-SM_male18,S0-SM_male18-ellow-radfar-az000.png,male,35,10+,37,2,1,1,0.85625,0.7437263721887213,0.8116526007652283
S0-SM_male18,S0-SM_male18-ellow-radfar-az045.png,male,20,10+,23,3,1,1,0.8907407430035097,0.8525734607021249,0.9135532975196838
S0-SM_male18,S0-SM_male18-ellow-radmid-az045.png,male,19,10+,21,2,1,1,0.75625,0.8068266850595123,0.9013200998306274
S0-SM_male18,S0-SM_male18-ellow-radmid-az315.png,male,28,10+,30,2,1,1,0.9,0.7528071791044333,0.8296135067939758
S0-SM_male18,S0-SM_male18-elmid-radfar-az315.png,male,4,1-4,7,3,1,1,0.711111115747028,0.6603362509494701,0.8112834095954895
S0-SM_male18,S0-SM_male18-elmid-radmid-az000.png,male,3,1-4,5,2,1,1,0.875,0.7710162809566157,0.8705508708953857
S0-SM_male18,S0-SM_male18-elmid-radmid-az225.png,male,3,1-4,6,3,1,1,0.5416666716337204,0.5938509115214998,0.8210994601249695
S0-SM_male18,S0-SM_male18-elmid-radnear-az315.png,male,2,1-4,4,2,1,1,0.7625,0.7823037483367159,0.8714184761047363
S0-SM_male19,S0-SM_male19-elhigh-radfar-az270.png,male,6,5-9,9,3,1,1,0.340000005364418,0.5010737586564886,0.7906773090362549
S0-SM_male19,S0-SM_male19-elhigh-radmid-az000.png,male,4,1-4,7,3,1,1,0.6600000060598055,0.7207143544274821,0.8158624768257141
S0-SM_male19,S0-SM_male19-ellow-radfar-az090.png,male,9,5-9,12,3,1,1,0.6740740768335484,0.6929083968347527,0.825799286365509
S0-SM_male19,S0-SM_male19-ellow-radmid-az045.png,male,21,10+,24,3,1,1,0.7466666758060454,0.826398320505696,0.8930155038833618
S0-SM_male19,S0-SM_male19-ellow-radnear-az180.png,male,10,10+,12,2,1,1,0.7333333343267441,0.7984720847908839,0.8583472371101379
S0-SM_male19,S0-SM_male19-elmid-radfar-az000.png,male,11,10+,14,3,1,1,0.6500000081956386,0.7782031015418802,0.8401193022727966
S0-SM_male19,S0-SM_male19-elmid-radmid-az180.png,male,4,1-4,7,3,1,1,0.7190476251499993,0.8024839317295296,0.8860823512077332
S0-SM_male19,S0-SM_male19-elmid-radnear-az135.png,male,2,1-4,5,3,1,1,0.8,0.7544202798980457,0.8809406161308289
S0-SM_male19,S0-SM_male19-elmid-radnear-az270.png,male,2,1-4,4,2,1,1,0.8,0.7499628000736323,0.8552346229553223
S0-SM_male2,S0-SM_male2-elhigh-radfar-az045.png,male,4,1-4,5,1,1,1,0.8,0.6162085556982788,0.7215368747711182
S0-SM_male2,S0-SM_male2-elhigh-radmid-az000.png,male,4,1-4,5,1,1,1,0.5,0.593206024547392,0.801345944404602
S0-SM_male2,S0-SM_male2-elhigh-radmid-az090.png,male,5,5-9,6,1,1,1,0.8,0.6967747875580343,0.8099731206893921
S0-SM_male2,S0-SM_male2-elhigh-radmid-az270.png,male,4,1-4,5,1,1,1,0.7,0.6767090025864562,0.8264628648757935
S0-SM_male2,S0-SM_male2-ellow-radfar-az045.png,male,9,5-9,10,1,1,1,0.6,0.6260170235158533,0.7925546765327454
S0-SM_male2,S0-SM_male2-ellow-radfar-az270.png,male,9,5-9,10,1,1,1,0.7,0.6442788721581856,0.7769508957862854
S0-SM_male2,S0-SM_male2-ellow-radmid-az000.png,male,4,1-4,5,1,1,1,0.7,0.7256589336775967,0.8561902642250061
S0-SM_male2,S0-SM_male2-ellow-radmid-az225.png,male,3,1-4,3,0,0,0,0.0,0.0,0.0
S0-SM_male2,S0-SM_male2-elmid-radfar-az180.png,male,12,10+,14,2,1,1,0.5142857149243355,0.6609165766139,0.8078280687332153
S0-SM_male2,S0-SM_male2-elmid-radfar-az315.png,male,4,1-4,5,1,1,1,0.9,0.720517072654161,0.7938353419303894
S0-SM_male2,S0-SM_male2-elmid-radmid-az000.png,male,4,1-4,5,1,1,1,0.7,0.7355849050137415,0.8727521300315857
S0-SM_male2,S0-SM_male2-elmid-radmid-az270.png,male,4,1-4,5,1,1,1,0.9,0.7698508931469199,0.8536205887794495
S0-SM_male2,S0-SM_male2-elmid-radnear-az270.png,male,4,1-4,5,1,1,1,0.7,0.7128319158701402,0.864956259727478
S0-SM_male20,S0-SM_male20-elhigh-radmid-az090.png,male,4,1-4,7,3,1,1,0.4777777847730452,0.4939871863601297,0.7670613527297974
S0-SM_male20,S0-SM_male20-elhigh-radmid-az135.png,male,3,1-4,6,3,1,1,0.8333333373069763,0.776042632930583,0.8416081666946411
S0-SM_male20,S0-SM_male20-elhigh-radnear-az180.png,male,2,1-4,4,2,1,1,0.4583333333954215,0.6048954828942499,0.7936340570449829
S0-SM_male20,S0-SM_male20-elhigh-radnear-az270.png,male,2,1-4,4,2,1,1,0.5,0.5698491636698861,0.8051314353942871
S0-SM_male20,S0-SM_male20-ellow-radfar-az000.png,male,29,10+,32,3,1,1,0.7761904784611293,0.7421664973827831,0.820246160030365
S0-SM_male20,S0-SM_male20-ellow-radfar-az315.png,male,26,10+,28,2,1,1,0.7,0.6942453496919647,0.8195714354515076
S0-SM_male20,S0-SM_male20-ellow-radmid-az000.png,male,25,10+,28,3,1,1,0.7388888899650838,0.7843075425202386,0.8898308277130127
S0-SM_male20,S0-SM_male20-ellow-radmid-az135.png,male,1,1-4,3,2,1,1,0.9,0.7951720990038709,0.8634091019630432
S0-SM_male20,S0-SM_male20-ellow-radnear-az045.png,male,25,10+,28,3,1,1,0.7114285757428123,0.7913887612674628,0.8923383951187134
S0-SM_male20,S0-SM_male20-elmid-radfar-az045.png,male,10,10+,13,3,1,1,0.6222222280171182,0.6959892522942823,0.8085489273071289
S0-SM_male20,S0-SM_male20-elmid-radmid-az045.png,male,4,1-4,7,3,1,1,0.7500000029802323,0.7194676848156973,0.8283116817474365
S0-SM_male20,S0-SM_male20-elmid-radmid-az090.png,male,4,1-4,7,3,1,1,0.7777777803026968,0.6688220755469736,0.810693085193634
S0-SM_male20,S0-SM_male20-elmid-radnear-az090.png,male,1,1-4,3,2,1,1,0.7125,0.6591843675956142,0.8255683183670044
S0-SM_male3,S0-SM_male3-elhigh-radnear-az090.png,male,0,0,1,1,1,1,0.5,0.5571268627116126,0.7908549308776855
S0-SM_male3,S0-SM_male3-elhigh-radnear-az225.png,male,0,0,1,1,1,1,0.7,0.6608734653379855,0.7839705348014832
S0-SM_male3,S0-SM_male3-ellow-radfar-az090.png,male,9,5-9,10,1,1,1,0.6,0.6289841104767788,0.8025331497192383
S0-SM_male3,S0-SM_male3-ellow-radfar-az270.png,male,10,10+,11,1,1,1,0.7,0.6193754930905904,0.7441553473472595
S0-SM_male3,S0-SM_male3-ellow-radmid-az045.png,male,20,10+,23,3,1,1,0.5666666779667139,0.7598737293667739,0.8560954332351685
S0-SM_male3,S0-SM_male3-ellow-radmid-az135.png,male,0,0,1,1,1,1,0.7,0.6978784442320531,0.8418370485305786
S0-SM_male3,S0-SM_male3-ellow-radmid-az225.png,male,20,10+,21,1,1,1,0.5,0.6305326917685115,0.8641414046287537
S0-SM_male3,S0-SM_male3-ellow-radnear-az000.png,male,19,10+,23,4,1,1,0.3537500006146729,0.723330888720497,0.8893221616744995
S0-SM_male3,S0-SM_male3-ellow-radnear-az090.png,male,2,1-4,3,1,1,1,0.8,0.8107292821806595,0.9051961898803711
S0-SM_male3,S0-SM_male3-elmid-radfar-az090.png,male,1,1-4,2,1,1,1,0.5,0.6155708247164711,0.8461905717849731
S0-SM_male3,S0-SM_male3-elmid-radfar-az135.png,male,0,0,1,1,1,1,0.5,0.5821790557136666,0.7958090901374817
S0-SM_male3,S0-SM_male3-elmid-radfar-az180.png,male,0,0,1,1,1,1,0.7,0.6427975460167232,0.7785565853118896
S0-SM_male3,S0-SM_male3-elmid-radmid-az270.png,male,0,0,1,1,1,1,0.8,0.7144763937141541,0.8269032835960388
S0-SM_male4,S0-SM_male4-elhigh-radfar-az045.png,male,4,1-4,7,3,1,1,0.6000000070532163,0.7316064185815776,0.8364410400390625
S0-SM_male4,S0-SM_male4-elhigh-radmid-az000.png,male,4,1-4,7,3,1,1,0.9,0.7941818826076883,0.8442627191543579
S0-SM_male4,S0-SM_male4-elhigh-radnear-az090.png,male,4,1-4,6,2,1,1,0.558333333581686,0.6308249809500843,0.8107379078865051
S0-SM_male4,S0-SM_male4-elhigh-radnear-az135.png,male,4,1-4,7,3,1,1,0.6666666686534881,0.7055948493075448,0.8523941040039062
S0-SM_male4,S0-SM_male4-ellow-radfar-az135.png,male,3,1-4,4,1,1,1,0.9,0.7578393229005442,0.8313372731208801
S0-SM_male4,S0-SM_male4-ellow-radfar-az225.png,male,17,10+,18,1,1,1,0.25,0.09324461544798979,0.1283286213874817
S0-SM_male4,S0-SM_male4-ellow-radmid-az045.png,male,4,1-4,6,2,1,1,0.958333333581686,0.8548550642309038,0.8974230289459229
S0-SM_male4,S0-SM_male4-ellow-radmid-az090.png,male,19,10+,19,0,0,0,0.0,0.0,0.0
S0-SM_male4,S0-SM_male4-ellow-radnear-az045.png,male,4,1-4,5,1,1,1,0.9,0.8518206293301773,0.9361572265625
S0-SM_male4,S0-SM_male4-elmid-radfar-az090.png,male,5,5-9,7,2,1,1,0.9,0.7821053740070099,0.8674830794334412
S0-SM_male4,S0-SM_male4-elmid-radmid-az000.png,male,4,1-4,7,3,1,1,0.5148148290261074,0.7274563194232542,0.8351612091064453
S0-SM_male4,S0-SM_male4-elmid-radmid-az180.png,male,7,5-9,10,3,1,1,0.7666666686534882,0.737012981003069,0.8319638967514038
S0-SM_male4,S0-SM_male4-elmid-radnear-az045.png,male,4,1-4,6,2,1,1,0.8583333335816861,0.8410117847578036,0.9088364839553833
S0-SM_male4,S0-SM_male4-elmid-radnear-az270.png,male,4,1-4,7,3,1,1,0.7133333360155423,0.7543828907103105,0.8522404432296753
S0-SM_male5,S0-SM_male5-elhigh-radfar-az090.png,male,5,5-9,7,2,1,1,0.625,0.7003402717050626,0.8135140538215637
S0-SM_male5,S0-SM_male5-elhigh-radmid-az090.png,male,5,5-9,7,2,1,1,0.729166666790843,0.6546722697705718,0.8071174621582031
S0-SM_male5,S0-SM_male5-elhigh-radmid-az270.png,male,4,1-4,5,1,1,1,0.6,0.6183634873056505,0.8106170296669006
S0-SM_male5,S0-SM_male5-elhigh-radmid-az315.png,male,5,5-9,8,3,1,1,0.755555557873514,0.684980466101667,0.8332734704017639
S0-SM_male5,S0-SM_male5-ellow-radfar-az000.png,male,8,5-9,11,3,1,1,0.7511904812284877,0.7194547141788803,0.8454866409301758
S0-SM_male5,S0-SM_male5-ellow-radfar-az225.png,male,8,5-9,8,0,0,0,0.0,0.0,0.0
S0-SM_male5,S0-SM_male5-ellow-radfar-az315.png,male,4,1-4,6,2,1,1,0.825,0.7358932480659917,0.7957188487052917
S0-SM_male5,S0-SM_male5-ellow-radmid-az000.png,male,7,5-9,9,2,1,1,0.9,0.7697666152391314,0.8371673226356506
S0-SM_male5,S0-SM_male5-elmid-radmid-az045.png,male,5,5-9,7,2,1,1,0.716666667163372,0.7292342873840276,0.821050226688385
S0-SM_male5,S0-SM_male5-elmid-radnear-az225.png,male,3,1-4,4,1,1,1,0.8,0.789086686356633,0.8834052681922913
S0-SM_male6,S0-SM_male6-elhigh-radfar-az000.png,male,5,5-9,8,3,1,1,0.5666666701436043,0.7496792174971674,0.8564872145652771
S0-SM_male6,S0-SM_male6-elhigh-radfar-az315.png,male,5,5-9,8,3,1,1,0.46111111326350107,0.5917906038643466,0.8303738236427307
S0-SM_male6,S0-SM_male6-elhigh-radmid-az090.png,male,4,1-4,6,2,1,1,0.508333333581686,0.5449100853294908,0.7036465406417847
S0-SM_male6,S0-SM_male6-elhigh-radnear-az045.png,male,4,1-4,7,3,1,1,0.755555557873514,0.6991184038723937,0.8420514464378357
S0-SM_male6,S0-SM_male6-elhigh-radnear-az270.png,male,4,1-4,7,3,1,1,0.5916666705161333,0.6751856320825382,0.8153320550918579
S0-SM_male6,S0-SM_male6-ellow-radmid-az090.png,male,5,5-9,7,2,1,1,0.5625,0.8248011770979815,0.9164299964904785
S0-SM_male6,S0-SM_male6-elmid-radmid-az000.png,male,4,1-4,7,3,1,1,0.705555557873514,0.712377938297859,0.8698359131813049
S0-SM_male6,S0-SM_male6-elmid-radnear-az270.png,male,4,1-4,7,3,1,1,0.6444444520605934,0.6697286918966512,0.8036693334579468
S0-SM_male7,S0-SM_male7-elhigh-radmid-az270.png,male,7,5-9,8,1,1,1,0.7,0.6768897183481393,0.7977476716041565
S0-SM_male7,S0-SM_male7-ellow-radfar-az000.png,male,12,10+,14,2,1,1,0.37916666753590106,0.6946287145670595,0.8403737545013428
S0-SM_male7,S0-SM_male7-ellow-radfar-az315.png,male,15,10+,16,1,1,1,0.7,0.687741873975412,0.8366717100143433
S0-SM_male7,S0-SM_male7-ellow-radnear-az135.png,male,11,10+,12,1,1,1,0.9,0.8251161877019193,0.8916211724281311
S0-SM_male7,S0-SM_male7-ellow-radnear-az315.png,male,12,10+,14,2,1,1,0.5666666697710753,0.8219121394537936,0.898041844367981
S0-SM_male7,S0-SM_male7-elmid-radmid-az000.png,male,9,5-9,10,1,1,1,0.7,0.7089346774432101,0.8690535426139832
S0-SM_male7,S0-SM_male7-elmid-radnear-az135.png,male,3,1-4,4,1,1,1,0.8,0.6860999925447686,0.7707936763763428
S0-SM_male8,S0-SM_male8-elhigh-radfar-az225.png,male,0,0,1,1,1,1,0.7,0.6296147078558931,0.7647747993469238
S0-SM_male8,S0-SM_male8-elhigh-radmid-az180.png,male,0,0,1,1,1,1,0.8,0.659112779988682,0.7717075943946838
S0-SM_male8,S0-SM_male8-elhigh-radmid-az225.png,male,0,0,1,1,1,1,0.8,0.7110106613822467,0.7984544038772583
S0-SM_male8,S0-SM_male8-elhigh-radmid-az270.png,male,1,1-4,2,1,1,1,0.7,0.6829174417770822,0.8142027258872986
S0-SM_male8,S0-SM_male8-elhigh-radmid-az315.png,male,0,0,1,1,1,1,0.9,0.7243556910301123,0.7854816913604736
S0-SM_male8,S0-SM_male8-elhigh-radnear-az135.png,male,0,0,1,1,1,1,0.5,0.5555398758194343,0.7509868144989014
S0-SM_male8,S0-SM_male8-elhigh-radnear-az270.png,male,0,0,1,1,1,1,0.25,0.0017370848203446254,0.0024399582762271166
S0-SM_male8,S0-SM_male8-ellow-radfar-az045.png,male,8,5-9,9,1,1,1,0.7,0.6680589839354276,0.8215053677558899
S0-SM_male8,S0-SM_male8-ellow-radfar-az135.png,male,16,10+,17,1,1,1,0.6,0.6252919149238956,0.8085400462150574
S0-SM_male8,S0-SM_male8-ellow-radfar-az225.png,male,24,10+,25,1,1,1,0.8,0.6728900284770845,0.7909199595451355
S0-SM_male8,S0-SM_male8-ellow-radfar-az315.png,male,10,10+,11,1,1,1,0.9,0.6772667457678168,0.7472022771835327
S0-SM_male8,S0-SM_male8-ellow-radmid-az000.png,male,12,10+,13,1,1,1,0.7,0.6766813167262846,0.8240242600440979
S0-SM_male8,S0-SM_male8-elmid-radfar-az135.png,male,4,1-4,5,1,1,1,0.5,0.6000881932958961,0.8048568964004517
S0-SM_male8,S0-SM_male8-elmid-radfar-az270.png,male,7,5-9,8,1,1,1,0.9,0.7930081566556453,0.8536179661750793
S0-SM_male8,S0-SM_male8-elmid-radfar-az315.png,male,12,10+,13,1,1,1,0.4,0.5189528443355371,0.7747657895088196
S0-SM_male8,S0-SM_male8-elmid-radmid-az045.png,male,2,1-4,3,1,1,1,0.8,0.7342629006347465,0.8239202499389648
S0-SM_male8,S0-SM_male8-elmid-radmid-az225.png,male,0,0,1,1,1,1,0.9,0.7665519764977979,0.8436694741249084
S0-SM_male8,S0-SM_male8-elmid-radnear-az090.png,male,0,0,1,1,1,1,0.8,0.7567858090168222,0.8500996232032776
S0-SM_male9,S0-SM_male9-elhigh-radfar-az225.png,male,10,10+,11,1,1,1,0.7,0.6384387441251604,0.7649490237236023
S0-SM_male9,S0-SM_male9-elhigh-radnear-az315.png,male,5,5-9,6,1,1,1,0.7,0.6710043804744075,0.8042156100273132
S0-SM_male9,S0-SM_male9-ellow-radfar-az270.png,male,8,5-9,10,2,1,1,0.49166667088866234,0.5533767616682717,0.7845861315727234
S0-SM_male9,S0-SM_male9-ellow-radmid-az045.png,male,10,10+,11,1,1,1,0.5,0.6383257992519518,0.8649598360061646
S0-SM_male9,S0-SM_male9-ellow-radnear-az270.png,male,7,5-9,8,1,1,1,0.8,0.7934178129809695,0.896957278251648
S0-SM_male9,S0-SM_male9-elmid-radmid-az135.png,male,5,5-9,6,1,1,1,0.6,0.6361629657845569,0.8239132165908813
S0-SM_male9,S0-SM_male9-elmid-radnear-az090.png,male,2,1-4,3,1,1,1,0.9,0.8280596812619763,0.8829493522644043
S0-SM_male9,S0-SM_male9-elmid-radnear-az180.png,male,3,1-4,4,1,1,1,0.8,0.7112121777181528,0.8356037139892578
S0-SM_male9,S0-SM_male9-elmid-radnear-az270.png,male,4,1-4,5,1,1,1,0.9,0.8275557022054869,0.8811908960342407
S0-SM_rock1,S0-SM_rock1-elhigh-radfar-az045.png,rock,4,1-4,5,1,1,1,1.0,0.9500541450975675,0.9677579402923584
S0-SM_rock1,S0-SM_rock1-elhigh-radfar-az315.png,rock,5,5-9,6,1,1,1,1.0,0.9523457443631003,0.9659664034843445
S0-SM_rock1,S0-SM_rock1-elhigh-radmid-az135.png,rock,3,1-4,4,1,1,1,1.0,0.9418038460244418,0.969070553779602
S0-SM_rock1,S0-SM_rock1-elhigh-radmid-az225.png,rock,3,1-4,4,1,1,1,1.0,0.9499340855874969,0.9707983136177063
S0-SM_rock1,S0-SM_rock1-elhigh-radmid-az315.png,rock,3,1-4,4,1,1,1,1.0,0.9535516889427527,0.9723802804946899
S0-SM_rock1,S0-SM_rock1-ellow-radfar-az270.png,rock,16,10+,21,5,1,1,0.25230769664049146,0.9377300941938813,0.9672849178314209
S0-SM_rock1,S0-SM_rock1-ellow-radmid-az045.png,rock,3,1-4,4,1,1,1,1.0,0.9416460014548989,0.965872585773468
S0-SM_rock1,S0-SM_rock1-ellow-radmid-az135.png,rock,3,1-4,4,1,1,1,0.9,0.8650798499257562,0.9170233011245728
S0-SM_rock1,S0-SM_rock1-ellow-radmid-az180.png,rock,9,5-9,10,1,1,1,1.0,0.9432530756465951,0.9627079963684082
S0-SM_rock1,S0-SM_rock1-ellow-radnear-az045.png,rock,2,1-4,3,1,1,1,1.0,0.9497320568172967,0.9662092924118042
S0-SM_rock1,S0-SM_rock1-ellow-radnear-az090.png,rock,3,1-4,4,1,1,1,1.0,0.9513214311737102,0.9701814651489258
S0-SM_rock1,S0-SM_rock1-elmid-radmid-az000.png,rock,4,1-4,5,1,1,1,1.0,0.9562466124982976,0.9715344309806824
S0-SM_rock1,S0-SM_rock1-elmid-radmid-az270.png,rock,4,1-4,5,1,1,1,1.0,0.9465913928273118,0.9716007113456726
S0-SM_rock1,S0-SM_rock1-elmid-radnear-az090.png,rock,2,1-4,3,1,1,1,1.0,0.9672048290938022,0.9773679971694946
S0-SM_rock1,S0-SM_rock1-elmid-radnear-az225.png,rock,3,1-4,4,1,1,1,1.0,0.9728508755433083,0.9838632345199585
S0-SM_rock10,S0-SM_rock10-elhigh-radfar-az270.png,rock,4,1-4,9,5,1,1,1.0,0.9646444278043873,0.9732489585876465
S0-SM_rock10,S0-SM_rock10-elhigh-radfar-az315.png,rock,8,5-9,13,5,1,1,1.0,0.9441033428463363,0.9707924723625183
S0-SM_rock10,S0-SM_rock10-elhigh-radnear-az000.png,rock,4,1-4,8,4,1,1,1.0,0.9514722036463077,0.9759090542793274
S0-SM_rock10,S0-SM_rock10-elhigh-radnear-az090.png,rock,4,1-4,9,5,1,1,0.9500000032782555,0.9702675154468388,0.9814152121543884
S0-SM_rock10,S0-SM_rock10-elhigh-radnear-az225.png,rock,4,1-4,8,4,1,1,0.9625,0.9329803794000853,0.9773577451705933
S0-SM_rock10,S0-SM_rock10-elhigh-radnear-az270.png,rock,3,1-4,7,4,1,1,0.979166666790843,0.9564153575801662,0.9734516739845276
S0-SM_rock10,S0-SM_rock10-ellow-radfar-az090.png,rock,5,5-9,9,4,1,1,0.7598214291967451,0.9126017552745225,0.9579920768737793
S0-SM_rock10,S0-SM_rock10-ellow-radfar-az135.png,rock,14,10+,16,2,1,1,0.954166666790843,0.9250931698677931,0.9674772024154663
S0-SM_rock10,S0-SM_rock10-ellow-radfar-az180.png,rock,0,0,2,2,1,1,1.0,0.9743174179753744,0.9830328822135925
S0-SM_rock10,S0-SM_rock10-ellow-radmid-az045.png,rock,2,1-4,5,3,1,1,0.8725490243338486,0.9676082625555864,0.9864534735679626
