viewpoint_1,viewpoint_2,combination_label,scene_count,mean_best_pair_strict_quality,best_individual_mean_strict_quality_on_matched_scenes,pair_synergy_strict,mean_best_pair_AP50_95,elevation_pattern,radius_pattern,azimuth_pattern,unique_elevation_count,unique_radius_count,unique_azimuth_count,max_pairwise_azimuth_gap,mean_pairwise_azimuth_gap,radius_relationship,elevation_relationship,azimuth_relationship,diversity_type,diversity_factor_count
ellow-radnear-az000,elhigh-radmid-az180,ellow-radnear-az000 + elhigh-radmid-az180,6,0.8891354831395363,0.8657170488326577,0.02341843430687862,0.9031712969362874,low + high,near + mid,000 + 180,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az270,elhigh-radnear-az180,ellow-radmid-az270 + elhigh-radnear-az180,5,0.9337131586148658,0.910322911038407,0.0233902475764588,0.9629333344141642,low + high,near + mid,180 + 270,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elhigh-radnear-az135,elhigh-radfar-az180,elhigh-radnear-az135 + elhigh-radfar-az180,5,0.8661415373344894,0.8427847076746445,0.02335682965984487,0.8933333341280619,high,near + far,135 + 180,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
elmid-radnear-az225,elhigh-radmid-az135,elmid-radnear-az225 + elhigh-radmid-az135,9,0.8918100347176904,0.8685203250571034,0.023289709660586966,0.911111111111111,mid + high,near + mid,135 + 225,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az135,elmid-radfar-az045,ellow-radfar-az135 + elmid-radfar-az045,7,0.8711314997075529,0.8478974550712925,0.02323404463626033,0.8428401388813341,low + mid,far,045 + 135,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az135,ellow-radfar-az090,ellow-radmid-az135 + ellow-radfar-az090,6,0.8833666615817156,0.860193283784446,0.02317337779726958,0.8325724645383242,low,mid + far,090 + 135,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az315,ellow-radfar-az180,ellow-radnear-az315 + ellow-radfar-az180,4,0.8759635245265924,0.8528154175325948,0.023148106993997608,0.825,low,near + far,180 + 315,1,2,2,135,135.0,near_far,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az180,elhigh-radfar-az135,ellow-radnear-az180 + elhigh-radfar-az135,6,0.9590233866063341,0.9359581749915596,0.023065211614774483,1.0,low + high,near + far,135 + 180,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az090,elhigh-radnear-az315,ellow-radfar-az090 + elhigh-radnear-az315,6,0.8638267734667018,0.8407833646166178,0.023043408850083935,0.8152314838215157,low + high,near + far,090 + 315,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az045,elhigh-radmid-az180,ellow-radmid-az045 + elhigh-radmid-az180,9,0.8930175316363658,0.8701169922387023,0.022900539397663455,0.9141737901151035,low + high,mid,045 + 180,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
elmid-radmid-az180,elmid-radfar-az270,elmid-radmid-az180 + elmid-radfar-az270,7,0.8851304455515147,0.8622668772166655,0.02286356833484915,0.8968750004257474,mid,mid + far,180 + 270,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radnear-az135,elhigh-radfar-az000,elmid-radnear-az135 + elhigh-radfar-az000,4,0.9474298654866269,0.9246008820154614,0.022828983471165465,1.0,mid + high,near + far,000 + 135,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az000,elmid-radfar-az045,elmid-radnear-az000 + elmid-radfar-az045,3,0.9480198049506328,0.9252130976622119,0.022806707288420824,0.9800925931444874,mid,near + far,000 + 045,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az315,elhigh-radfar-az270,ellow-radnear-az315 + elhigh-radfar-az270,9,0.9458875162849409,0.9230883935373507,0.022799122747590217,0.9459457680272558,low + high,near + far,270 + 315,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az045,elhigh-radmid-az000,ellow-radmid-az045 + elhigh-radmid-az000,7,0.8727067429423084,0.8500452115333518,0.02266153140895666,0.8779960332172257,low + high,mid,000 + 045,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
elhigh-radfar-az045,elhigh-radfar-az090,elhigh-radfar-az045 + elhigh-radfar-az090,3,0.8182637596805454,0.7956488823332405,0.02261487734730494,0.8791666666666668,high,far,045 + 090,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radnear-az000,elmid-radmid-az000,ellow-radnear-az000 + elmid-radmid-az000,4,0.920931478817792,0.8984271950637508,0.022504283754041232,0.961309523973614,low + mid,near + mid,000,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radfar-az045,elhigh-radnear-az135,ellow-radfar-az045 + elhigh-radnear-az135,5,0.8847106747265165,0.8622068531033179,0.02250382162319864,0.906375000178814,low + high,near + far,045 + 135,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az270,elhigh-radmid-az045,ellow-radfar-az270 + elhigh-radmid-az045,3,0.9514634002586426,0.928969096077959,0.022494304180683655,0.9925925931444874,low + high,mid + far,045 + 270,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
elmid-radmid-az225,elhigh-radmid-az135,elmid-radmid-az225 + elhigh-radmid-az135,7,0.8292061597533531,0.8067687485124567,0.022437411240896377,0.8536670920648136,mid + high,mid,135 + 225,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az000,elmid-radnear-az180,ellow-radmid-az000 + elmid-radnear-az180,6,0.920753770878397,0.8983905425267616,0.0223632283516354,0.9722222231638927,low + mid,near + mid,000 + 180,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az000,elmid-radnear-az090,ellow-radmid-az000 + elmid-radnear-az090,7,0.9089267287580169,0.8867107589045986,0.022215969853418338,0.8945450944965971,low + mid,near + mid,000 + 090,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az315,elmid-radfar-az270,elmid-radnear-az315 + elmid-radfar-az270,2,0.840546596605181,0.8183359980264395,0.022210598578741525,0.85,mid,near + far,270 + 315,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
ellow-radfar-az000,elmid-radmid-az270,ellow-radfar-az000 + elmid-radmid-az270,8,0.9182871305753957,0.8961325960512441,0.022154534524151615,0.9329687513814618,low + mid,mid + far,000 + 270,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az135,elhigh-radfar-az045,elmid-radnear-az135 + elhigh-radfar-az045,6,0.9124207779304049,0.8902771382818285,0.022143639648576352,0.9302083333333333,mid + high,near + far,045 + 135,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az135,ellow-radfar-az315,ellow-radmid-az135 + ellow-radfar-az315,7,0.9065326093068364,0.8844180231219875,0.02211458618484896,0.9468333347645544,low,mid + far,135 + 315,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
ellow-radmid-az270,elmid-radfar-az045,ellow-radmid-az270 + elmid-radfar-az045,4,0.9078611148783633,0.8858340157815805,0.0220270990967828,0.8598642712820679,low + mid,mid + far,045 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az000,elhigh-radfar-az045,ellow-radmid-az000 + elhigh-radfar-az045,6,0.9059037425334159,0.8840062717284306,0.021897470804985275,0.9358939409120516,low + high,mid + far,000 + 045,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az045,elmid-radfar-az000,ellow-radmid-az045 + elmid-radfar-az000,5,0.9142153970387042,0.8923781222574327,0.02183727478127151,0.8672529554203823,low + mid,mid + far,000 + 045,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az225,elhigh-radfar-az000,ellow-radmid-az225 + elhigh-radfar-az000,2,0.8913474845026652,0.8696105057217043,0.021736978780960925,0.8920000018477441,low + high,mid + far,000 + 225,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az000,elmid-radmid-az180,ellow-radfar-az000 + elmid-radmid-az180,9,0.8797673952944839,0.8580994191949635,0.021667976099520425,0.8812901250345655,low + mid,mid + far,000 + 180,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az270,ellow-radfar-az135,ellow-radmid-az270 + ellow-radfar-az135,5,0.9241768796603033,0.9026874715372216,0.021489408123081644,0.9591666667163372,low,mid + far,135 + 270,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radmid-az315,ellow-radfar-az045,ellow-radmid-az315 + ellow-radfar-az045,5,0.9221560871757646,0.9008290545485771,0.021327032627187492,0.9610049271708345,low,mid + far,045 + 315,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radfar-az270,elhigh-radnear-az045,elmid-radfar-az270 + elhigh-radnear-az045,2,0.819155103282803,0.7978377317370828,0.02131737154572022,0.7027777847730452,mid + high,near + far,045 + 270,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az045,elmid-radfar-az225,ellow-radmid-az045 + elmid-radfar-az225,9,0.9453078256457085,0.9240028364306423,0.021304989215066183,0.9139770042582662,low + mid,mid + far,045 + 225,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az135,elhigh-radnear-az090,ellow-radfar-az135 + elhigh-radnear-az090,6,0.8789489491095228,0.8577798921177795,0.021169056991743318,0.9386574077040509,low + high,near + far,090 + 135,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az180,elhigh-radfar-az090,ellow-radfar-az180 + elhigh-radfar-az090,3,0.93774364098095,0.9166348563736264,0.021108784607323572,0.9044131851100604,low + high,far,090 + 180,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
ellow-radnear-az180,elhigh-radmid-az225,ellow-radnear-az180 + elhigh-radmid-az225,11,0.9411002776691487,0.9200855104551681,0.021014767213980656,0.9731818198344925,low + high,near + mid,180 + 225,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
elmid-radnear-az090,elhigh-radmid-az225,elmid-radnear-az090 + elhigh-radmid-az225,4,0.9015962906992705,0.8805946057201774,0.02100168497909305,0.95,mid + high,near + mid,090 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az180,ellow-radfar-az270,ellow-radnear-az180 + ellow-radfar-az270,6,0.9299532463363853,0.9089766342036268,0.020976612132758476,0.9000694456572335,low,near + far,180 + 270,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az135,elhigh-radnear-az270,ellow-radfar-az135 + elhigh-radnear-az270,5,0.8957340309890803,0.8747674352544699,0.02096659573461046,0.903541666790843,low + high,near + far,135 + 270,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az180,elhigh-radnear-az135,ellow-radmid-az180 + elhigh-radnear-az135,7,0.9183160208544402,0.8975764410115968,0.02073957984284336,0.9708545923841242,low + high,near + mid,135 + 180,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az090,elmid-radnear-az270,ellow-radmid-az090 + elmid-radnear-az270,8,0.9091228478644315,0.8884748507439411,0.02064799712049048,0.907222223509517,low + mid,near + mid,090 + 270,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az225,elmid-radnear-az315,ellow-radfar-az225 + elmid-radnear-az315,3,0.8324423279914596,0.8118478874421035,0.020594440549356108,0.8739583333333334,low + mid,near + far,225 + 315,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az315,elmid-radmid-az045,ellow-radnear-az315 + elmid-radmid-az045,5,0.9292308716739072,0.9086736485509916,0.020557223122915524,0.9492888894405629,low + mid,near + mid,045 + 315,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az000,ellow-radfar-az090,ellow-radmid-az000 + ellow-radfar-az090,2,0.9641779524378684,0.9437779806776163,0.0203999717602521,0.725277783009741,low,mid + far,000 + 090,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radmid-az135,elhigh-radfar-az180,ellow-radmid-az135 + elhigh-radfar-az180,4,0.9291967330304249,0.9088021393364922,0.020394593693932705,0.9166666673496365,low + high,mid + far,135 + 180,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az045,elmid-radmid-az000,ellow-radfar-az045 + elmid-radmid-az000,4,0.868064564816069,0.8476752698796917,0.02038929493637731,0.8661574068762087,low + mid,mid + far,000 + 045,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az315,elmid-radnear-az135,ellow-radnear-az315 + elmid-radnear-az135,9,0.9392011469335534,0.9188778830362752,0.020323263897278232,0.9320454549066949,low + mid,near,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radnear-az090,elhigh-radfar-az045,elmid-radnear-az090 + elhigh-radfar-az045,9,0.9102801592013618,0.8902714180893285,0.020008741112033324,0.9458333333333333,mid + high,near + far,045 + 090,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az090,elhigh-radfar-az135,ellow-radnear-az090 + elhigh-radfar-az135,4,0.8917369405569389,0.8717301504787969,0.02000679007814199,0.854333334878087,low + high,near + far,090 + 135,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az180,elhigh-radnear-az090,ellow-radnear-az180 + elhigh-radnear-az090,6,0.9445921504268006,0.9246032726796068,0.019988877747193712,0.9754629634872631,low + high,near,090 + 180,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az045,elmid-radnear-az225,ellow-radmid-az045 + elmid-radnear-az225,4,0.8861988386111124,0.8662584728596752,0.019940365751437206,0.9211805557832122,low + mid,near + mid,045 + 225,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
elmid-radnear-az315,elhigh-radfar-az180,elmid-radnear-az315 + elhigh-radfar-az180,4,0.9090244945903905,0.8891056436559879,0.0199188509344026,0.9166666676600774,mid + high,near + far,180 + 315,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az045,elmid-radmid-az180,ellow-radnear-az045 + elmid-radmid-az180,9,0.9109974848699357,0.8910939478686788,0.01990353700125691,0.940972222884496,low + mid,near + mid,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az315,elhigh-radnear-az135,ellow-radnear-az315 + elhigh-radnear-az135,8,0.8809660673390547,0.8610796344032381,0.0198864329358166,0.8881510419615855,low + high,near,135 + 315,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
ellow-radmid-az270,elhigh-radmid-az135,ellow-radmid-az270 + elhigh-radmid-az135,4,0.9296137193417788,0.9098670856577051,0.0197466336840737,0.975,low + high,mid,135 + 270,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
elmid-radmid-az135,elhigh-radnear-az090,elmid-radmid-az135 + elhigh-radnear-az090,5,0.8846434609243609,0.8649153642428438,0.019728096681517093,0.9180555558866924,mid + high,near + mid,090 + 135,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elhigh-radmid-az090,elhigh-radfar-az180,elhigh-radmid-az090 + elhigh-radfar-az180,4,0.8238420759982636,0.8041528381218557,0.019689237876407972,0.89375,high,mid + far,090 + 180,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radnear-az000,elmid-radmid-az180,ellow-radnear-az000 + elmid-radmid-az180,5,0.940748445522442,0.9211425178148189,0.01960592770762304,0.9454166670143603,low + mid,near + mid,000 + 180,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az000,elmid-radmid-az225,ellow-radfar-az000 + elmid-radmid-az225,4,0.8847909272208758,0.8652904634871907,0.01950046373368508,0.768429703364504,low + mid,mid + far,000 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az045,elhigh-radmid-az225,ellow-radmid-az045 + elhigh-radmid-az225,6,0.9478283556422126,0.9283415989089961,0.019486756733216426,0.9527708345024536,low + high,mid,045 + 225,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
ellow-radnear-az000,elmid-radnear-az000,ellow-radnear-az000 + elmid-radnear-az000,6,0.9439565854653592,0.92447489643764,0.019481689027719185,0.9754629636735276,low + mid,near,000,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
elmid-radmid-az225,elmid-radfar-az225,elmid-radmid-az225 + elmid-radfar-az225,5,0.8543985564857067,0.8349705098854358,0.019428046600270976,0.9027007577798584,mid,mid + far,225,1,2,1,0,0.0,adjacent_radius,same_elevation,same_azimuth,distance_only,1
ellow-radfar-az000,elhigh-radnear-az135,ellow-radfar-az000 + elhigh-radnear-az135,6,0.8793540409352563,0.8599627436477301,0.0193912972875262,0.8742813052006585,low + high,near + far,000 + 135,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az090,elmid-radfar-az270,ellow-radfar-az090 + elmid-radfar-az270,2,0.8253013306232013,0.8059116473488874,0.019389683274313896,0.9215000016838313,low + mid,far,090 + 270,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radfar-az180,elhigh-radmid-az270,ellow-radfar-az180 + elhigh-radmid-az270,4,0.87267451392007,0.8533146435984973,0.019359870321572714,0.8669940486594679,low + high,mid + far,180 + 270,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az180,elmid-radfar-az000,elmid-radnear-az180 + elmid-radfar-az000,5,0.9451859322209323,0.9258831380191396,0.019302794201792706,0.9825000002980232,mid,near + far,000 + 180,1,2,2,180,180.0,near_far,same_elevation,opposite_180,distance+azimuth,2
elhigh-radfar-az090,elhigh-radfar-az315,elhigh-radfar-az090 + elhigh-radfar-az315,3,0.8729106676978043,0.8537307240687445,0.019179943629059837,0.915625,high,far,090 + 315,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elmid-radfar-az000,elhigh-radmid-az090,elmid-radfar-az000 + elhigh-radmid-az090,6,0.9203367099739612,0.9011827982979922,0.019153911675969026,0.9413373542193825,mid + high,mid + far,000 + 090,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az135,ellow-radfar-az180,ellow-radfar-az135 + ellow-radfar-az180,4,0.936774486656347,0.917626007554734,0.019148479101612992,0.975,low,far,135 + 180,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radfar-az225,elmid-radfar-az045,ellow-radfar-az225 + elmid-radfar-az045,5,0.8160264169412776,0.7968787681019073,0.019147648839370368,0.8093750002980233,low + mid,far,045 + 225,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radmid-az270,elhigh-radmid-az225,elmid-radmid-az270 + elhigh-radmid-az225,6,0.9094743109400033,0.8903296375260066,0.019144673413996727,0.9602040821192216,mid + high,mid,225 + 270,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az315,elhigh-radmid-az270,elmid-radfar-az315 + elhigh-radmid-az270,7,0.8445830636944152,0.8255170100548399,0.019066053639575253,0.8754695240872137,mid + high,mid + far,270 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elhigh-radmid-az000,elhigh-radmid-az090,elhigh-radmid-az000 + elhigh-radmid-az090,6,0.8682245297460328,0.8493140971482459,0.018910432597786908,0.9167476851838056,high,mid,000 + 090,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elmid-radmid-az180,elhigh-radnear-az000,elmid-radmid-az180 + elhigh-radnear-az000,2,0.94262701872481,0.9237402148197518,0.018886803905058258,0.9835000008493662,mid + high,near + mid,000 + 180,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az045,elhigh-radfar-az045,ellow-radfar-az045 + elhigh-radfar-az045,9,0.9003489403991911,0.8815386906097744,0.0188102497894167,0.9260189145656044,low + high,far,045,2,1,1,0,0.0,same_radius,low_high,same_azimuth,elevation_only,1
ellow-radmid-az135,elhigh-radmid-az000,ellow-radmid-az135 + elhigh-radmid-az000,7,0.9229619864870183,0.9041694606322623,0.018792525854755993,0.9633219958027475,low + high,mid,000 + 135,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
elmid-radmid-az225,elhigh-radmid-az000,elmid-radmid-az225 + elhigh-radmid-az000,5,0.8493031082100714,0.830629541171924,0.018673567038147376,0.87965277876291,mid + high,mid,000 + 225,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radnear-az000,ellow-radmid-az090,ellow-radnear-az000 + ellow-radmid-az090,3,0.8887136884115941,0.8701254856305489,0.018588202781045227,0.9481481485344746,low,near + mid,000 + 090,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radmid-az135,elhigh-radmid-az225,ellow-radmid-az135 + elhigh-radmid-az225,5,0.9081159321978411,0.889591003070094,0.01852492912774717,0.9321428576111794,low + high,mid,135 + 225,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
elmid-radnear-az135,elmid-radmid-az270,elmid-radnear-az135 + elmid-radmid-az270,8,0.9402186163491133,0.9217188128129683,0.018499803536145,0.9837500003911555,mid,near + mid,135 + 270,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az315,elmid-radnear-az045,ellow-radnear-az315 + elmid-radnear-az045,5,0.9651868324604443,0.9467390006760432,0.018447831784401125,0.9707373747187432,low + mid,near,045 + 315,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az135,elhigh-radmid-az135,ellow-radmid-az135 + elhigh-radmid-az135,5,0.8960488649050887,0.8776073069179346,0.018441557987154078,0.9800000000000001,low + high,mid,135,2,1,1,0,0.0,same_radius,low_high,same_azimuth,elevation_only,1
elmid-radmid-az135,elhigh-radnear-az180,elmid-radmid-az135 + elhigh-radnear-az180,5,0.8705792498519273,0.8521611318695121,0.018418117982415105,0.9105555558866925,mid + high,near + mid,135 + 180,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elhigh-radnear-az270,elhigh-radmid-az270,elhigh-radnear-az270 + elhigh-radmid-az270,6,0.8505649596149579,0.8321532827381777,0.018411676876780247,0.8864126992453895,high,near + mid,270,1,2,1,0,0.0,adjacent_radius,same_elevation,same_azimuth,distance_only,1
ellow-radmid-az090,ellow-radmid-az135,ellow-radmid-az090 + ellow-radmid-az135,7,0.8865987212272631,0.8681891011901425,0.018409620037120655,0.9453571428677865,low,mid,090 + 135,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radfar-az000,elmid-radnear-az045,ellow-radfar-az000 + elmid-radnear-az045,9,0.963127880120348,0.9447249177636673,0.018402962356680708,0.9361842803138543,low + mid,near + far,000 + 045,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az135,ellow-radfar-az045,ellow-radmid-az135 + ellow-radfar-az045,3,0.8653703548330398,0.8469749309394269,0.018395423893612928,0.8041666670391957,low,mid + far,045 + 135,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radnear-az315,elmid-radnear-az225,ellow-radnear-az315 + elmid-radnear-az225,4,0.9230925675104693,0.9047240350771091,0.01836853243336023,0.95,low + mid,near,225 + 315,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
elmid-radfar-az045,elhigh-radmid-az045,elmid-radfar-az045 + elhigh-radmid-az045,6,0.8716611896893897,0.8533412311744328,0.018319958514956824,0.8882162543324988,mid + high,mid + far,045,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radnear-az315,ellow-radmid-az090,ellow-radnear-az315 + ellow-radmid-az090,3,0.7872869732006684,0.7690736245493698,0.018213348651298644,0.7762962969778865,low,near + mid,090 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radmid-az090,elhigh-radmid-az135,elmid-radmid-az090 + elhigh-radmid-az135,6,0.8852522932566386,0.867065351536023,0.018186941720615524,0.9288773160289835,mid + high,mid,090 + 135,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az225,elhigh-radnear-az315,elmid-radfar-az225 + elhigh-radnear-az315,3,0.8816609173793282,0.8634826779230286,0.018178239456299594,0.9417158608789693,mid + high,near + far,225 + 315,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radmid-az315,elmid-radfar-az045,elmid-radmid-az315 + elmid-radfar-az045,7,0.9136512383603248,0.8954869238055713,0.018164314554753536,0.9251675035406105,mid,mid + far,045 + 315,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az000,elmid-radnear-az090,ellow-radfar-az000 + elmid-radnear-az090,6,0.8728243646859752,0.8546950276801676,0.018129337005807655,0.9005772023419024,low + mid,near + far,000 + 090,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az315,elhigh-radfar-az000,ellow-radfar-az315 + elhigh-radfar-az000,2,0.9294119363882203,0.911307219846087,0.018104716542133303,0.969270833581686,low + high,far,000 + 315,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
