split,class_name,scene_id,episode_id,focus_object,file_name,image_path,label_path,view_idx,azimuth_deg,azimuth_bin,radius_m,radius_name,radius_bin,elevation_z_off,elevation_name,elevation_bin
val,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radfar-az045.png,images/val/S0-SM_tank1-ellow-radfar-az045.png,labels/val/S0-SM_tank1-ellow-radfar-az045.txt,17,45,1,19.8,far,2,-2.0,low,0
val,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radfar-az090.png,images/val/S0-SM_tank1-ellow-radfar-az090.png,labels/val/S0-SM_tank1-ellow-radfar-az090.txt,18,90,2,19.8,far,2,-2.0,low,0
val,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radfar-az315.png,images/val/S0-SM_tank1-ellow-radfar-az315.png,labels/val/S0-SM_tank1-ellow-radfar-az315.txt,23,315,7,19.8,far,2,-2.0,low,0
val,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-elmid-radnear-az045.png,images/val/S0-SM_tank1-elmid-radnear-az045.png,labels/val/S0-SM_tank1-elmid-radnear-az045.txt,25,45,1,9.0,near,0,-12.0,mid,1
val,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az225.png,images/val/S0-SM_tower_1-ellow-radmid-az225.png,labels/val/S0-SM_tower_1-ellow-radmid-az225.txt,13,225,5,19.2,mid,1,-2.0,low,0
val,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radmid-az270.png,images/val/S0-SM_tower_1-ellow-radmid-az270.png,labels/val/S0-SM_tower_1-ellow-radmid-az270.txt,14,270,6,19.2,mid,1,-2.0,low,0
val,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radfar-az270.png,images/val/S0-SM_tower_1-ellow-radfar-az270.png,labels/val/S0-SM_tower_1-ellow-radfar-az270.txt,22,270,6,26.4,far,2,-2.0,low,0
val,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-elmid-radnear-az045.png,images/val/S0-SM_tower_1-elmid-radnear-az045.png,labels/val/S0-SM_tower_1-elmid-radnear-az045.txt,25,45,1,12.0,near,0,-12.0,mid,1
val,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-elmid-radnear-az135.png,images/val/S0-SM_tower_1-elmid-radnear-az135.png,labels/val/S0-SM_tower_1-elmid-radnear-az135.txt,27,135,3,12.0,near,0,-12.0,mid,1
val,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az045.png,images/val/S0-SM_container_1-ellow-radnear-az045.png,labels/val/S0-SM_container_1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
val,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az135.png,images/val/S0-SM_container_1-ellow-radmid-az135.png,labels/val/S0-SM_container_1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
val,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radfar-az045.png,images/val/S0-SM_container_1-ellow-radfar-az045.png,labels/val/S0-SM_container_1-ellow-radfar-az045.txt,17,45,1,22.0,far,2,-2.0,low,0
val,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radfar-az180.png,images/val/S0-SM_container_1-ellow-radfar-az180.png,labels/val/S0-SM_container_1-ellow-radfar-az180.txt,20,180,4,22.0,far,2,-2.0,low,0
val,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-elmid-radnear-az090.png,images/val/S0-SM_container_1-elmid-radnear-az090.png,labels/val/S0-SM_container_1-elmid-radnear-az090.txt,26,90,2,10.0,near,0,-12.0,mid,1
val,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az000.png,images/val/S0-SM_whitevann10-ellow-radnear-az000.png,labels/val/S0-SM_whitevann10-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
val,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az090.png,images/val/S0-SM_whitevann10-ellow-radmid-az090.png,labels/val/S0-SM_whitevann10-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
val,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radmid-az225.png,images/val/S0-SM_whitevann10-ellow-radmid-az225.png,labels/val/S0-SM_whitevann10-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
val,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radfar-az045.png,images/val/S0-SM_whitevann10-ellow-radfar-az045.png,labels/val/S0-SM_whitevann10-ellow-radfar-az045.txt,17,45,1,22.0,far,2,-2.0,low,0
val,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radfar-az225.png,images/val/S0-SM_whitevann10-ellow-radfar-az225.png,labels/val/S0-SM_whitevann10-ellow-radfar-az225.txt,21,225,5,22.0,far,2,-2.0,low,0
val,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az225.png,images/val/S0-SM_suv1-ellow-radnear-az225.png,labels/val/S0-SM_suv1-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
val,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az090.png,images/val/S0-SM_suv1-ellow-radmid-az090.png,labels/val/S0-SM_suv1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
val,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radmid-az180.png,images/val/S0-SM_suv1-ellow-radmid-az180.png,labels/val/S0-SM_suv1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
val,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radfar-az045.png,images/val/S0-SM_suv1-ellow-radfar-az045.png,labels/val/S0-SM_suv1-ellow-radfar-az045.txt,17,45,1,22.0,far,2,-2.0,low,0
val,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-elmid-radnear-az180.png,images/val/S0-SM_suv1-elmid-radnear-az180.png,labels/val/S0-SM_suv1-elmid-radnear-az180.txt,28,180,4,10.0,near,0,-12.0,mid,1
val,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az045.png,images/val/S0-SM_male1-ellow-radnear-az045.png,labels/val/S0-SM_male1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
val,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az090.png,images/val/S0-SM_male1-ellow-radnear-az090.png,labels/val/S0-SM_male1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
val,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az180.png,images/val/S0-SM_male1-ellow-radnear-az180.png,labels/val/S0-SM_male1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
val,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radnear-az270.png,images/val/S0-SM_male1-ellow-radnear-az270.png,labels/val/S0-SM_male1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
val,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-ellow-radmid-az180.png,images/val/S0-SM_male1-ellow-radmid-az180.png,labels/val/S0-SM_male1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
val,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az180.png,images/val/S0-SM_rock1-ellow-radnear-az180.png,labels/val/S0-SM_rock1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
val,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az000.png,images/val/S0-SM_rock1-ellow-radmid-az000.png,labels/val/S0-SM_rock1-ellow-radmid-az000.txt,8,0,0,16.0,mid,1,-2.0,low,0
val,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az090.png,images/val/S0-SM_rock1-ellow-radmid-az090.png,labels/val/S0-SM_rock1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
val,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az225.png,images/val/S0-SM_rock1-ellow-radmid-az225.png,labels/val/S0-SM_rock1-ellow-radmid-az225.txt,13,225,5,16.0,mid,1,-2.0,low,0
val,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az315.png,images/val/S0-SM_rock1-ellow-radmid-az315.png,labels/val/S0-SM_rock1-ellow-radmid-az315.txt,15,315,7,16.0,mid,1,-2.0,low,0
val,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az000.png,images/val/S0-SM_barrel_1-ellow-radnear-az000.png,labels/val/S0-SM_barrel_1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
val,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az045.png,images/val/S0-SM_barrel_1-ellow-radfar-az045.png,labels/val/S0-SM_barrel_1-ellow-radfar-az045.txt,17,45,1,22.0,far,2,-2.0,low,0
val,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az000.png,images/val/S0-SM_barrel_1-elmid-radmid-az000.png,labels/val/S0-SM_barrel_1-elmid-radmid-az000.txt,32,0,0,16.0,mid,1,-12.0,mid,1
val,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az045.png,images/val/S0-SM_barrel_1-elmid-radfar-az045.png,labels/val/S0-SM_barrel_1-elmid-radfar-az045.txt,41,45,1,22.0,far,2,-12.0,mid,1
val,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az045.png,images/val/S0-SM_barrel_1-elhigh-radnear-az045.png,labels/val/S0-SM_barrel_1-elhigh-radnear-az045.txt,49,45,1,10.0,near,0,-22.0,high,2
val,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az000.png,images/val/S0-SM_tree1-ellow-radnear-az000.png,labels/val/S0-SM_tree1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
val,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-elmid-radnear-az135.png,images/val/S0-SM_tree1-elmid-radnear-az135.png,labels/val/S0-SM_tree1-elmid-radnear-az135.txt,27,135,3,10.0,near,0,-12.0,mid,1
val,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-elmid-radnear-az225.png,images/val/S0-SM_tree1-elmid-radnear-az225.png,labels/val/S0-SM_tree1-elmid-radnear-az225.txt,29,225,5,10.0,near,0,-12.0,mid,1
val,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-elmid-radfar-az090.png,images/val/S0-SM_tree1-elmid-radfar-az090.png,labels/val/S0-SM_tree1-elmid-radfar-az090.txt,42,90,2,22.0,far,2,-12.0,mid,1
val,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-elhigh-radmid-az000.png,images/val/S0-SM_tree1-elhigh-radmid-az000.png,labels/val/S0-SM_tree1-elhigh-radmid-az000.txt,56,0,0,16.0,mid,1,-22.0,high,2
test,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radnear-az090.png,images/test/S0-SM_tent_1-ellow-radnear-az090.png,labels/test/S0-SM_tent_1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
test,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radnear-az135.png,images/test/S0-SM_tent_1-ellow-radnear-az135.png,labels/test/S0-SM_tent_1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
test,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radnear-az180.png,images/test/S0-SM_tent_1-ellow-radnear-az180.png,labels/test/S0-SM_tent_1-ellow-radnear-az180.txt,4,180,4,10.0,near,0,-2.0,low,0
test,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radmid-az045.png,images/test/S0-SM_tent_1-ellow-radmid-az045.png,labels/test/S0-SM_tent_1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
test,tent,S0,S0_SM_tent_1,SM_tent_1,S0-SM_tent_1-ellow-radmid-az270.png,images/test/S0-SM_tent_1-ellow-radmid-az270.png,labels/test/S0-SM_tent_1-ellow-radmid-az270.txt,14,270,6,16.0,mid,1,-2.0,low,0
test,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radnear-az045.png,images/test/S0-SM_tank1-ellow-radnear-az045.png,labels/test/S0-SM_tank1-ellow-radnear-az045.txt,1,45,1,9.0,near,0,-2.0,low,0
test,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-ellow-radnear-az270.png,images/test/S0-SM_tank1-ellow-radnear-az270.png,labels/test/S0-SM_tank1-ellow-radnear-az270.txt,6,270,6,9.0,near,0,-2.0,low,0
test,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-elmid-radmid-az000.png,images/test/S0-SM_tank1-elmid-radmid-az000.png,labels/test/S0-SM_tank1-elmid-radmid-az000.txt,32,0,0,14.4,mid,1,-12.0,mid,1
test,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-elmid-radmid-az090.png,images/test/S0-SM_tank1-elmid-radmid-az090.png,labels/test/S0-SM_tank1-elmid-radmid-az090.txt,34,90,2,14.4,mid,1,-12.0,mid,1
test,tank,S0,S0_SM_tank1,SM_tank1,S0-SM_tank1-elmid-radmid-az135.png,images/test/S0-SM_tank1-elmid-radmid-az135.png,labels/test/S0-SM_tank1-elmid-radmid-az135.txt,35,135,3,14.4,mid,1,-12.0,mid,1
test,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az000.png,images/test/S0-SM_tower_1-ellow-radnear-az000.png,labels/test/S0-SM_tower_1-ellow-radnear-az000.txt,0,0,0,12.0,near,0,-2.0,low,0
test,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az135.png,images/test/S0-SM_tower_1-ellow-radnear-az135.png,labels/test/S0-SM_tower_1-ellow-radnear-az135.txt,3,135,3,12.0,near,0,-2.0,low,0
test,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radnear-az180.png,images/test/S0-SM_tower_1-ellow-radnear-az180.png,labels/test/S0-SM_tower_1-ellow-radnear-az180.txt,4,180,4,12.0,near,0,-2.0,low,0
test,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-ellow-radfar-az090.png,images/test/S0-SM_tower_1-ellow-radfar-az090.png,labels/test/S0-SM_tower_1-ellow-radfar-az090.txt,18,90,2,26.4,far,2,-2.0,low,0
test,tower,S0,S0_SM_tower_1,SM_tower_1,S0-SM_tower_1-elmid-radfar-az000.png,images/test/S0-SM_tower_1-elmid-radfar-az000.png,labels/test/S0-SM_tower_1-elmid-radfar-az000.txt,40,0,0,26.4,far,2,-12.0,mid,1
test,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radnear-az000.png,images/test/S0-SM_container_1-ellow-radnear-az000.png,labels/test/S0-SM_container_1-ellow-radnear-az000.txt,0,0,0,10.0,near,0,-2.0,low,0
test,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az180.png,images/test/S0-SM_container_1-ellow-radmid-az180.png,labels/test/S0-SM_container_1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
test,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-ellow-radmid-az315.png,images/test/S0-SM_container_1-ellow-radmid-az315.png,labels/test/S0-SM_container_1-ellow-radmid-az315.txt,15,315,7,16.0,mid,1,-2.0,low,0
test,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-elmid-radmid-az000.png,images/test/S0-SM_container_1-elmid-radmid-az000.png,labels/test/S0-SM_container_1-elmid-radmid-az000.txt,32,0,0,16.0,mid,1,-12.0,mid,1
test,container,S0,S0_SM_container_1,SM_container_1,S0-SM_container_1-elmid-radmid-az225.png,images/test/S0-SM_container_1-elmid-radmid-az225.png,labels/test/S0-SM_container_1-elmid-radmid-az225.txt,37,225,5,16.0,mid,1,-12.0,mid,1
test,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radnear-az225.png,images/test/S0-SM_whitevann10-ellow-radnear-az225.png,labels/test/S0-SM_whitevann10-ellow-radnear-az225.txt,5,225,5,10.0,near,0,-2.0,low,0
test,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-ellow-radfar-az315.png,images/test/S0-SM_whitevann10-ellow-radfar-az315.png,labels/test/S0-SM_whitevann10-ellow-radfar-az315.txt,23,315,7,22.0,far,2,-2.0,low,0
test,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-elmid-radnear-az090.png,images/test/S0-SM_whitevann10-elmid-radnear-az090.png,labels/test/S0-SM_whitevann10-elmid-radnear-az090.txt,26,90,2,10.0,near,0,-12.0,mid,1
test,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-elmid-radnear-az135.png,images/test/S0-SM_whitevann10-elmid-radnear-az135.png,labels/test/S0-SM_whitevann10-elmid-radnear-az135.txt,27,135,3,10.0,near,0,-12.0,mid,1
test,whitevan,S0,S0_SM_whitevann10,SM_whitevann10,S0-SM_whitevann10-elmid-radfar-az135.png,images/test/S0-SM_whitevann10-elmid-radfar-az135.png,labels/test/S0-SM_whitevann10-elmid-radfar-az135.txt,43,135,3,22.0,far,2,-12.0,mid,1
test,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az090.png,images/test/S0-SM_suv1-ellow-radnear-az090.png,labels/test/S0-SM_suv1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
test,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-ellow-radnear-az270.png,images/test/S0-SM_suv1-ellow-radnear-az270.png,labels/test/S0-SM_suv1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
test,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-elmid-radnear-az045.png,images/test/S0-SM_suv1-elmid-radnear-az045.png,labels/test/S0-SM_suv1-elmid-radnear-az045.txt,25,45,1,10.0,near,0,-12.0,mid,1
test,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-elmid-radnear-az135.png,images/test/S0-SM_suv1-elmid-radnear-az135.png,labels/test/S0-SM_suv1-elmid-radnear-az135.txt,27,135,3,10.0,near,0,-12.0,mid,1
test,suv,S0,S0_SM_suv1,SM_suv1,S0-SM_suv1-elmid-radnear-az270.png,images/test/S0-SM_suv1-elmid-radnear-az270.png,labels/test/S0-SM_suv1-elmid-radnear-az270.txt,30,270,6,10.0,near,0,-12.0,mid,1
test,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-elmid-radnear-az090.png,images/test/S0-SM_male1-elmid-radnear-az090.png,labels/test/S0-SM_male1-elmid-radnear-az090.txt,26,90,2,10.0,near,0,-12.0,mid,1
test,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-elmid-radmid-az180.png,images/test/S0-SM_male1-elmid-radmid-az180.png,labels/test/S0-SM_male1-elmid-radmid-az180.txt,36,180,4,16.0,mid,1,-12.0,mid,1
test,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-elmid-radfar-az045.png,images/test/S0-SM_male1-elmid-radfar-az045.png,labels/test/S0-SM_male1-elmid-radfar-az045.txt,41,45,1,22.0,far,2,-12.0,mid,1
test,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-elhigh-radnear-az180.png,images/test/S0-SM_male1-elhigh-radnear-az180.png,labels/test/S0-SM_male1-elhigh-radnear-az180.txt,52,180,4,10.0,near,0,-22.0,high,2
test,male,S0,S0_SM_male1,SM_male1,S0-SM_male1-elhigh-radmid-az045.png,images/test/S0-SM_male1-elhigh-radmid-az045.png,labels/test/S0-SM_male1-elhigh-radmid-az045.txt,57,45,1,16.0,mid,1,-22.0,high,2
test,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az045.png,images/test/S0-SM_rock1-ellow-radnear-az045.png,labels/test/S0-SM_rock1-ellow-radnear-az045.txt,1,45,1,10.0,near,0,-2.0,low,0
test,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radnear-az090.png,images/test/S0-SM_rock1-ellow-radnear-az090.png,labels/test/S0-SM_rock1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
test,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az045.png,images/test/S0-SM_rock1-ellow-radmid-az045.png,labels/test/S0-SM_rock1-ellow-radmid-az045.txt,9,45,1,16.0,mid,1,-2.0,low,0
test,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az135.png,images/test/S0-SM_rock1-ellow-radmid-az135.png,labels/test/S0-SM_rock1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
test,rock,S0,S0_SM_rock1,SM_rock1,S0-SM_rock1-ellow-radmid-az180.png,images/test/S0-SM_rock1-ellow-radmid-az180.png,labels/test/S0-SM_rock1-ellow-radmid-az180.txt,12,180,4,16.0,mid,1,-2.0,low,0
test,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az090.png,images/test/S0-SM_barrel_1-ellow-radnear-az090.png,labels/test/S0-SM_barrel_1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
test,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az135.png,images/test/S0-SM_barrel_1-ellow-radnear-az135.png,labels/test/S0-SM_barrel_1-ellow-radnear-az135.txt,3,135,3,10.0,near,0,-2.0,low,0
test,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az270.png,images/test/S0-SM_barrel_1-ellow-radnear-az270.png,labels/test/S0-SM_barrel_1-ellow-radnear-az270.txt,6,270,6,10.0,near,0,-2.0,low,0
test,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az135.png,images/test/S0-SM_barrel_1-ellow-radmid-az135.png,labels/test/S0-SM_barrel_1-ellow-radmid-az135.txt,11,135,3,16.0,mid,1,-2.0,low,0
test,barrel,S0,S0_SM_barrel_1,SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az135.png,images/test/S0-SM_barrel_1-ellow-radfar-az135.png,labels/test/S0-SM_barrel_1-ellow-radfar-az135.txt,19,135,3,22.0,far,2,-2.0,low,0
test,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radnear-az090.png,images/test/S0-SM_tree1-ellow-radnear-az090.png,labels/test/S0-SM_tree1-ellow-radnear-az090.txt,2,90,2,10.0,near,0,-2.0,low,0
test,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radmid-az090.png,images/test/S0-SM_tree1-ellow-radmid-az090.png,labels/test/S0-SM_tree1-ellow-radmid-az090.txt,10,90,2,16.0,mid,1,-2.0,low,0
test,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radfar-az270.png,images/test/S0-SM_tree1-ellow-radfar-az270.png,labels/test/S0-SM_tree1-ellow-radfar-az270.txt,22,270,6,22.0,far,2,-2.0,low,0
test,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-ellow-radfar-az315.png,images/test/S0-SM_tree1-ellow-radfar-az315.png,labels/test/S0-SM_tree1-ellow-radfar-az315.txt,23,315,7,22.0,far,2,-2.0,low,0
test,tree,S0,S0_SM_tree1,SM_tree1,S0-SM_tree1-elmid-radnear-az090.png,images/test/S0-SM_tree1-elmid-radnear-az090.png,labels/test/S0-SM_tree1-elmid-radnear-az090.txt,26,90,2,10.0,near,0,-12.0,mid,1
